,eRNA,log2FC,p_value,q_value,-log10qval,rejected
31,ENSR00000335475,-1.7888227936917058,3.879256522959525e-15,9.952717516718032e-14,13.002058322130896,True
32,ENSR00000027547,-2.1473798088581497,4.282601117730933e-15,1.0654592477748775e-13,12.97246315674749,True
33,ENSR00000011593,-1.3574849157068989,9.153951790773193e-15,2.2104101235955268e-13,12.65552713903454,True
34,ENSR00000263062,-1.8000809489510525,1.1269997501339837e-14,2.643619413885716e-13,12.577801067471723,True
35,ENSR00000083753,-1.5005787942612128,1.2582889399012738e-14,2.8695978323859606e-13,12.542178964385885,True
36,ENSR00000053382,-1.3315903552405357,1.6190324003591226e-14,3.5897207074871147e-13,12.44493933969902,True
37,ENSR00000163987,-2.956224307061056,1.6615028853168132e-14,3.5897207074871147e-13,12.44493933969902,True
38,ENSR00000199772,-1.7665867569122966,1.7268479027769864e-14,3.6352362261023227e-13,12.439467362422736,True
39,ENSR00000333971,-2.762908118942389,1.794895607736056e-14,3.684023234878255e-13,12.433677639401466,True
40,ENSR00000318131,-1.4264721282405464,1.8897440225218183e-14,3.784097176805885e-13,12.422037719308126,True
41,2:190942782-190948782,-2.5159744559013233,1.9640998001468662e-14,3.7985930851535317e-13,12.420377226670992,True
42,ENSR00000189515,-1.4285894098309404,1.9895189118343708e-14,3.7985930851535317e-13,12.420377226670992,True
43,ENSR00000013533,-1.9424557829006288,2.0413318298388607e-14,3.8089396188584194e-13,12.419195911929354,True
44,ENSR00000125658,-3.7961385672554013,2.1062067098792476e-14,3.8426571306908046e-13,12.415368364661864,True
45,ENSR00000043025,-1.7725982811837984,2.306133343261661e-14,4.1159466843865736e-13,12.38553025947488,True
46,ENSR00000037509,-1.7382734874467969,2.443101482346015e-14,4.26763046171506e-13,12.369813193602354,True
47,ENSR00000251054,-3.0392379939628245,2.7453592762676677e-14,4.695708262116157e-13,12.328298893040017,True
48,13:76589783-76595783,-1.4190700401964085,3.6999286885310204e-14,6.075282906567935e-13,12.216433493548482,True
49,ENSR00000253250,-2.071210008847687,3.6999286885310204e-14,6.075282906567935e-13,12.216433493548482,True
50,ENSR00000261844,-2.600816905309337,4.5909612457789246e-14,7.390547417224504e-13,12.131323392258086,True
51,ENSR00000175179,-2.0238910079232997,5.989448080285238e-14,9.456417065219578e-13,12.024273381944086,True
52,ENSR00000259760,-2.310760118899753,8.308978098042359e-14,1.2871077393382597e-12,11.89038509828466,True
53,ENSR00000253769,-2.44450052000251,8.519272561011382e-14,1.2952449578871008e-12,11.887648089653519,True
54,ENSR00000053727,-2.540232579322829,9.718848387287023e-14,1.450759004720481e-12,11.838404725131324,True
55,ENSR00000172592,-2.5199080605965904,1.0549455338886527e-13,1.5466255059331855e-12,11.810614831999235,True
56,2:190946600-190952600,-2.5433902738525886,1.1013768682809715e-13,1.5863691383485572e-12,11.799595747602108,True
57,ENSR00000163986,-2.9515393650967647,1.3371225172690586e-13,1.8927199770308573e-12,11.72291363401612,True
58,ENSR00000335161,-1.6342384749667858,1.3871114592409859e-13,1.930200861079406e-12,11.714397494971795,True
59,ENSR00000172593,-2.4872932745202663,2.0533417062377253e-13,2.809655901368621e-12,11.551346864894718,True
60,3:193825696-193831696,-2.992793355331979,2.477254876904142e-13,3.334141399898853e-12,11.477015985823664,True
61,ENSR00000309925,-1.6858428063159194,2.6890738656920373e-13,3.5608542640857458e-12,11.448445800433735,True
62,ENSR00000075569,-2.0762504695194806,2.8420356403182654e-13,3.703668667779835e-12,11.431367872473688,True
63,ENSR00000186035,-1.6313788806147462,3.135365659469207e-13,3.960208009883414e-12,11.402282002162362,True
64,ENSR00000186034,-1.6295406427296955,3.0971336444434667e-13,3.960208009883414e-12,11.402282002162362,True
65,ENSR00000010575,-1.9027232917101216,3.193595509807567e-13,3.972639262957595e-12,11.400920869432374,True
66,20:337919-343919,-2.0092941674802374,3.292983362200666e-13,4.035133343830965e-12,11.394142109136922,True
67,ENSR00000213064,-1.4756741852830377,3.35408639976554e-13,4.049566079716924e-12,11.392591509941022,True
68,ENSR00000143262,-1.8492250501166154,3.4583034979391025e-13,4.1148799591420336e-12,11.385642829672278,True
69,ENSR00000013685,-1.4254719295043548,3.6991924232831157e-13,4.3386242564506254e-12,11.362647960015082,True
70,1:46325179-46331179,-3.0353094179243088,3.9319239296687466e-13,4.5466331637437196e-12,11.342310084587217,True
71,ENSR00000163985,-2.928761786011895,4.0339948942388375e-13,4.599874733569563e-12,11.337253995114134,True
72,ENSR00000038731,-2.420520941698791,4.579956390368773e-13,5.081275941206437e-12,11.294027219872376,True
73,ENSR00000325435,-1.4522296705391973,4.524736437336319e-13,5.081275941206437e-12,11.294027219872376,True
74,ENSR00000133401,-1.9776579239501517,5.048706239057153e-13,5.526650429687897e-12,11.25753800443556,True
75,ENSR00000294629,-1.726952067338533,6.435597491592627e-13,6.952138869207298e-12,11.15788156142589,True
76,ENSR00000127939,-2.4533942429457194,6.795866807416385e-13,7.2459826608946126e-12,11.1399027095351,True
77,ENSR00000295791,-2.400205598467911,7.440275242157926e-13,7.633347239128043e-12,11.117284981217624,True
78,ENSR00000329967,-1.7935654452530982,7.395908115097034e-13,7.633347239128043e-12,11.117284981217624,True
79,17:64121472-64127472,1.5178066817157392,7.531073402793806e-13,7.633347239128043e-12,11.117284981217624,True
80,ENSR00000223718,-1.7230694353960054,7.307107287198192e-13,7.633347239128043e-12,11.117284981217624,True
81,ENSR00000294630,-1.8941611033145076,8.54777011852021e-13,8.558194228420845e-12,11.06761786141668,True
82,ENSR00000204285,-1.094595483689066,1.0176180634697923e-12,1.0065836507333728e-11,10.997150127837093,True
83,ENSR00000213062,-1.6254911235969793,1.0805452343887655e-12,1.056104330277591e-11,10.976293176664198,True
84,ENSR00000213063,-1.5798120274736507,1.1472866836938257e-12,1.1081439615442717e-11,10.955403815742121,True
85,ENSR00000232284,-1.7187619346706,1.1892560361783753e-12,1.135324657793542e-11,10.944879929725014,True
86,ENSR00000155637,-2.1364984008793106,1.2179428844558336e-12,1.1493461013083212e-11,10.939549173004677,True
87,ENSR00000099563,-1.6896275777080818,1.2854293456660324e-12,1.199247150899787e-11,10.921091304631897,True
88,ENSR00000061665,-1.6749851698642393,1.380950449275424e-12,1.2597336876168034e-11,10.899721256646634,True
89,7:30913772-30919772,-2.4013096346045204,1.3808038268872274e-12,1.2597336876168034e-11,10.899721256646634,True
90,7:66684562-66690562,-1.2386459266453091,1.8052611572389261e-12,1.6287026484540203e-11,10.788158197412322,True
91,ENSR00000013280,-1.1495725160655037,1.870727701265963e-12,1.6694211334123434e-11,10.777434093011443,True
92,ENSR00000025462,-1.7853246181610902,2.0447605591802845e-12,1.8051058269752834e-11,10.743497331861294,True
93,1:205554617-205560617,-1.8293107779475288,2.0686459335805737e-12,1.8067641611379266e-11,10.743098532663668,True
94,ENSR00000297000,-1.8403929980068157,2.544774303798644e-12,2.1992207404407226e-11,10.657731177394997,True
95,ENSR00000013279,-1.1185522567557666,2.6364432901168035e-12,2.2547082720686416e-11,10.646909641824509,True
96,1:148876276-148882276,-1.1268645568630427,2.763721903897607e-12,2.3391914258762222e-11,10.630934236591877,True
97,ENSR00000175180,-1.8048519319304566,3.3951475550421545e-12,2.844302186417968e-11,10.546024264861384,True
98,ENSR00000256319,-1.7410796160084931,3.9164981574061906e-12,3.24792422952574e-11,10.48839411092184,True
99,ENSR00000087862,-1.5491215361324475,4.4960734146942365e-12,3.691276273463968e-11,10.432823448830167,True
100,ENSR00000325274,-1.9922766864908796,5.022597277704917e-12,4.0426983970546444e-11,10.393328657721675,True
101,ENSR00000118753,-1.374980780125614,5.022597277704917e-12,4.0426983970546444e-11,10.393328657721675,True
102,ENSR00000169429,-1.7885815903057691,5.292678515204717e-12,4.218727243672886e-11,10.374818552455762,True
103,ENSR00000013281,-1.1058823097946842,5.3545987502279835e-12,4.227043821093437e-11,10.373963249885572,True
104,ENSR00000323914,-2.927039527512149,5.687735507086771e-12,4.4472674774459424e-11,10.351906749461468,True
105,ENSR00000310601,-1.6385485265979907,6.084370673126656e-12,4.7125172855065893e-11,10.326747043791698,True
106,ENSR00000211619,-1.7297619337053467,6.263336316729178e-12,4.7612954778098665e-11,10.322274866120432,True
107,ENSR00000295789,-2.2219160155795166,6.221643375597303e-12,4.7612954778098665e-11,10.322274866120432,True
108,ENSR00000091917,-1.9749719895656406,7.786696123386232e-12,5.865025245229446e-11,10.231730114180976,True
109,ENSR00000043060,-1.9354795262364148,7.893209969366398e-12,5.891204895318011e-11,10.229795872297359,True
110,ENSR00000073564,-1.8043834191458963,8.171568394230431e-12,5.990051474699271e-11,10.222569445543611,True
111,ENSR00000265222,-1.9349667663052563,8.12420660570172e-12,5.990051474699271e-11,10.222569445543611,True
112,ENSR00000246413,-0.8233521734789825,1.0707330874396868e-11,7.711156708666516e-11,10.112880470909925,True
113,ENSR00000210424,1.4695974853054667,1.0675748608827218e-11,7.711156708666516e-11,10.112880470909925,True
114,ENSR00000148945,-1.4909423846510828,1.1601644986731587e-11,8.282565681831856e-11,10.081835111420162,True
115,ENSR00000195824,-1.3601755296774505,1.249732553089193e-11,8.845089880053686e-11,10.05329774961542,True
116,ENSR00000292392,-1.85974736169882,1.4746618744091868e-11,1.0347841016153354e-10,9.985150252388594,True
117,ENSR00000206273,-1.7045834038039471,1.7097131438508362e-11,1.1895546534758784e-10,9.924615599732036,True
118,ENSR00000091918,-1.9677834916465204,1.910297175655174e-11,1.3179445220276454e-10,9.880102870686136,True
119,ENSR00000225893,-1.2281475842345404,2.1205344157729734e-11,1.4507989627913427e-10,9.838392763578339,True
120,1:63583189-63589189,-1.472089899908801,2.218608473767065e-11,1.5053533528617855e-10,9.822361545793841,True
121,ENSR00000243860,-1.4968743638647175,2.3740987636353543e-11,1.5976517089710048e-10,9.79651789170436,True
122,ENSR00000206272,-1.6926922333959484,2.940220405213504e-11,1.962537359902672e-10,9.707182067043785,True
123,ENSR00000025461,-1.5339963591849273,3.344969497099235e-11,2.214693513805219e-10,9.654686366268365,True
124,ENSR00000325922,-1.6207941816141533,3.761853745411777e-11,2.470785539986455e-10,9.607164948989867,True
125,ENSR00000243859,-1.4578697618148884,4.09031534865156e-11,2.665197540668993e-10,9.574270596152205,True
126,ENSR00000177388,-1.6194331552128183,4.2059317829013194e-11,2.7125347424819285e-10,9.56662469061012,True
127,2:34684326-34690326,-1.9635146031142507,4.229043203869511e-11,2.7125347424819285e-10,9.56662469061012,True
128,ENSR00000204284,-0.9886062647443744,4.348882228151416e-11,2.767776983963033e-10,9.557868906461016,True
129,ENSR00000247300,-1.1795169651232102,4.496582904489422e-11,2.8397650496813967e-10,9.546717590181082,True
130,ENSR00000210351,-1.1649815737080789,5.1666145626771086e-11,3.2380080579831343e-10,9.489722074812645,True
131,5:1562421-1568421,-1.609410438758435,5.224252908777249e-11,3.2493269985652435e-10,9.488206580890656,True
132,ENSR00000206173,-1.5353539387473227,5.3119068089387746e-11,3.27256203845659e-10,9.485112111712583,True
133,ENSR00000188682,-2.0398633319052526,5.3413314634979665e-11,3.27256203845659e-10,9.485112111712583,True
134,ENSR00000309103,-1.6914984202407832,5.836353022240967e-11,3.549367282414692e-10,9.449849058281917,True
135,ENSR00000164117,-1.4796440861047013,5.934038568726666e-11,3.5756412329055845e-10,9.446646063250245,True
136,ENSR00000004187,-2.1938305750366918,5.96666076623709e-11,3.5756412329055845e-10,9.446646063250245,True
137,ENSR00000204283,-0.9786515411477166,6.100366815323263e-11,3.629276199551014e-10,9.440179979339694,True
138,ENSR00000188681,-2.103524056488941,6.626960919922318e-11,3.914197780759873e-10,9.407357233628835,True
139,5:5308414-5314414,-1.780780357446337,8.396238517857691e-11,4.923794159400832e-10,9.307700111164147,True
140,ENSR00000020877,-1.4272169867513917,9.369616433382351e-11,5.41722189563867e-10,9.266223374847035,True
141,ENSR00000074565,-0.960466332205613,9.369616433382351e-11,5.41722189563867e-10,9.266223374847035,True
142,ENSR00000115682,-1.1503347630798912,9.629622632525721e-11,5.52861551140113e-10,9.257383612101973,True
143,ENSR00000014087,-1.4052004079028948,1.0005449647427941e-10,5.704495944818291e-10,9.243782724261576,True
144,ENSR00000217165,-1.7861099918754537,1.0800677840780246e-10,6.115418280883159e-10,9.213573832844077,True
145,ENSR00000211832,-1.8982785711087302,1.1849506928226612e-10,6.663318621968527e-10,9.176309419441708,True
146,ENSR00000339530,-2.129114086385942,1.230998571225108e-10,6.828715047133877e-10,9.165661009413585,True
147,ENSR00000243983,-2.129114086385942,1.230998571225108e-10,6.828715047133877e-10,9.165661009413585,True
148,1:46328090-46334090,-2.4648146807308637,1.2718416583197034e-10,7.007932895842125e-10,9.154410065388065,True
149,ENSR00000141033,-1.731904375936348,1.291163169772769e-10,7.066966415889623e-10,9.150766972563652,True
150,ENSR00000243982,-2.133952256059344,1.3283650683494964e-10,7.222435239171765e-10,9.141316343619652,True
151,ENSR00000211831,-1.8960590913687676,1.4726332409104666e-10,7.954157176233507e-10,9.099405831492298,True
152,ENSR00000256952,-1.4028360103409554,1.5049004127431458e-10,8.07531528668054e-10,9.092840512390977,True
153,ENSR00000262893,-2.510372445205401,1.9279446902457595e-10,1.027819864085564e-09,8.98808299320914,True
154,X:1358946-1364946,-1.463555450579148,2.0471017263995834e-10,1.0843035595961665e-09,8.964849116504471,True
155,ENSR00000077096,-1.6766597438229416,2.1402960254166268e-10,1.1263993826070837e-09,8.948307596243875,True
156,ENSR00000343138,-1.4463038000500419,2.2549832854911582e-10,1.1791982658523828e-09,8.928413168164887,True
157,ENSR00000082519,-1.6306014825595117,2.3538649531996375e-10,1.2231159028967736e-09,8.912532387114572,True
158,ENSR00000295787,-1.648785207875832,3.8029702182883024e-10,1.9636720435312556e-09,8.706931042810647,True
159,ENSR00000312036,-2.1020792656795617,3.864462244156336e-10,1.98295218903272e-09,8.70268775694426,True
160,ENSR00000326566,-1.2451526557816202,6.407802809762052e-10,3.2675814328041273e-09,8.485773580372731,True
161,ENSR00000119894,-2.2151674809565978,7.937290878214386e-10,3.998023091310802e-09,8.39815470186375,True
162,ENSR00000204282,-1.0329168984732089,7.937609791518401e-10,3.998023091310802e-09,8.39815470186375,True
163,ENSR00000243861,-1.304364741260879,8.10466449531828e-10,4.057274116253846e-09,8.39176564963981,True
164,ENSR00000231303,-2.561496863373942,8.898647697753974e-10,4.427751369609705e-09,8.353816773935621,True
165,ENSR00000248296,-1.2912609235847363,9.133906777463266e-10,4.5174322074080365e-09,8.345108356126083,True
166,ENSR00000284906,-1.22979885981379,9.373941904885666e-10,4.5809561332804356e-09,8.33904386695901,True
167,ENSR00000100122,-1.229800800534407,9.373941904885666e-10,4.5809561332804356e-09,8.33904386695901,True
168,1:116485310-116491310,-1.2816069543615864,9.471678214799551e-10,4.6013300676629765e-09,8.337116612328941,True
169,ENSR00000218547,-0.8828369983273372,1.0948905376449594e-09,5.283997598826282e-09,8.27703738841117,True
170,ENSR00000001219,-1.031165461469796,1.100564664310955e-09,5.283997598826282e-09,8.27703738841117,True
171,ENSR00000126015,-1.2164786423904337,1.1177485700420649e-09,5.335299860491484e-09,8.272841166849236,True
172,ENSR00000317503,-2.4740594713077884,1.1469789540793235e-09,5.443177579763726e-09,8.264147496905883,True
173,7:123437311-123443311,-1.301638422896538,1.1648689124779536e-09,5.4963067651977e-09,8.259929036007703,True
174,ENSR00000032190,-2.186403024515261,1.1769483127530187e-09,5.5215689415441616e-09,8.25793750092312,True
175,ENSR00000223532,-1.870468155566251,1.2010020146024854e-09,5.572941386628318e-09,8.253915524608926,True
176,13:43058818-43064818,-1.8681247075067011,1.2014745742182854e-09,5.572941386628318e-09,8.253915524608926,True
177,ENSR00000329966,-1.1950687570725926,1.213923847371494e-09,5.5990532510786326e-09,8.251885402028211,True
178,ENSR00000323997,-2.0393084777341763,1.2449427079047403e-09,5.710044487093808e-09,8.243360508142226,True
179,ENSR00000283588,-1.4671177259064971,1.3317592061881695e-09,6.074301712669373e-09,8.216503640324706,True
180,ENSR00000014617,-1.6297390789147366,1.3455389926713702e-09,6.1032459280839505e-09,8.214439129951987,True
181,6:108881582-108887582,-1.186390273560633,1.3594411083685773e-09,6.132423900937374e-09,8.212367832376861,True
182,ENSR00000041160,-1.9843161201653812,1.414544305341057e-09,6.346124998278731e-09,8.197491377945019,True
183,ENSR00000085229,-1.2294904672151326,1.4682680521440556e-09,6.549422335189317e-09,8.183797003474341,True
184,ENSR00000051998,-1.66174859033418,1.475813802691868e-09,6.549422335189317e-09,8.183797003474341,True
185,ENSR00000216845,-1.0603279130839136,1.5141351967132839e-09,6.683360196245194e-09,8.175005132168806,True
186,ENSR00000295788,-1.5372859029417703,1.5451821945667048e-09,6.783928244594998e-09,8.168518754374757,True
187,ENSR00000169428,-1.5091406281529158,1.6266563596975662e-09,7.103642932509052e-09,8.14851887666897,True
188,ENSR00000189170,-0.9324114290594979,1.8766696473115553e-09,8.152094076416862e-09,8.088730817147733,True
189,ENSR00000247853,-0.8900659779790411,2.253651760039456e-09,9.738147868381018e-09,8.011523635218923,True
190,ENSR00000137658,-1.8017194936530145,2.3468524797518325e-09,1.008777950720552e-08,7.996204418886447,True
191,ENSR00000136022,-1.3316754077432014,2.829644268647032e-09,1.2099676794579236e-08,7.917226230361687,True
192,ENSR00000260012,-1.8245660785762496,2.872775948280105e-09,1.2218874836281788e-08,7.912968783855487,True
193,19:9742459-9748459,-1.2237936274128394,2.8872858931043443e-09,1.2218874836281788e-08,7.912968783855487,True
194,ENSR00000152400,-1.4631258785482868,3.036437853982148e-09,1.2783164220456644e-08,7.893361631827751,True
195,ENSR00000127443,-0.8889354314720888,3.051766366881245e-09,1.2783164220456644e-08,7.893361631827751,True
196,19:36677323-36683323,-1.0196487502480622,3.495097748349048e-09,1.4565864220276997e-08,7.836663742758743,True
197,ENSR00000317983,-0.9038252703180328,3.921712243615917e-09,1.626124117176095e-08,7.788846309081746,True
198,ENSR00000217166,-1.5629725138483805,4.487383024837669e-09,1.851327368538556e-08,7.732516778557295,True
199,ENSR00000091626,-1.1248081028506407,4.811195395004695e-09,1.9749957096494272e-08,7.704433843469219,True
200,ENSR00000133675,-0.995050758306296,4.883496308910545e-09,1.9947017261768943e-08,7.700122036498609,True
201,ENSR00000223079,-1.5074525756879018,5.0562956988097656e-09,2.0550587963974343e-08,7.687175748198777,True
202,ENSR00000156546,-1.5795602895986274,5.131570194976083e-09,2.0753788818105244e-08,7.682902606778934,True
203,ENSR00000254910,-1.5534859485721821,5.1833715313053634e-09,2.086052954510639e-08,7.680674671192393,True
204,ENSR00000213403,-1.1665687170001702,5.63904398549933e-09,2.2583683473633905e-08,7.646205221764144,True
205,ENSR00000217167,-1.5544159578131942,5.808996323801131e-09,2.3151388261362757e-08,7.6354229616148315,True
206,ENSR00000230179,-1.0815256579553276,5.925055152286128e-09,2.349985642525078e-08,7.628934791086213,True
207,ENSR00000328996,-1.254040697959587,6.349294835306418e-09,2.506139932589697e-08,7.600994683439681,True
208,5:139545404-139551404,-2.3336175139611903,6.475837898581916e-09,2.5438578539405518e-08,7.594507159915912,True
209,ENSR00000186834,-1.2996208011919794,7.432925073754464e-09,2.9059197550249595e-08,7.536716382615779,True
210,ENSR00000106260,-1.180657811080793,7.655229563764807e-09,2.978646195190003e-08,7.525981079397216,True
211,ENSR00000258722,-0.8191314082341067,8.568869850483179e-09,3.318416107191835e-08,7.479069157272865,True
212,ENSR00000246727,-1.3032373956279424,8.653147176850868e-09,3.3353210479786674e-08,7.476862355853933,True
213,18:58491546-58497546,-1.7842421146988243,9.817096611376249e-09,3.748761078111581e-08,7.426112237829783,True
214,ENSR00000109361,-1.1392810263383146,9.77703990486417e-09,3.748761078111581e-08,7.426112237829783,True
215,ENSR00000013332,-1.0175596581107662,1.6411485891300407e-08,6.237884220721127e-08,7.204962690298427,True
216,ENSR00000306266,-1.3020866087284753,1.721901825259004e-08,6.514660822754111e-08,7.1861081903337105,True
217,ENSR00000168955,-1.7551872824208161,1.7892490883865708e-08,6.738410557639333e-08,7.171442531869986,True
218,ENSR00000168733,-1.3533738214137931,1.9502652291841404e-08,7.311268279270225e-08,7.136007279825747,True
219,ENSR00000115683,-0.9169534648099721,2.0262640455349655e-08,7.561649006291848e-08,7.12138348541945,True
220,ENSR00000199718,-1.045844516024084,2.1559295080345048e-08,8.009131792291079e-08,7.0964145598525095,True
221,ENSR00000092145,-2.3607563786165335,2.1961279603836815e-08,8.121716466103615e-08,7.0903521760570145,True
222,ENSR00000018794,-1.48759739522015,2.2290566400371402e-08,8.206526912423732e-08,7.085840601942398,True
223,ENSR00000327410,-1.0530776983739585,2.5343167107394537e-08,9.288723301415587e-08,7.032043973977608,True
224,ENSR00000103953,-1.7300364112687507,2.654894138990722e-08,9.68741372493948e-08,7.013792152248168,True
225,ENSR00000094549,-1.0992400285040675,3.1651186726648743e-08,1.1498063850698503e-07,6.9393752839724385,True
226,ENSR00000341825,-0.8173218519549855,3.2101760097827794e-08,1.1610372264456661e-07,6.935153855213412,True
227,ENSR00000206343,-1.7933174951777588,3.825828731919187e-08,1.377633942502479e-07,6.860866165498485,True
228,ENSR00000147779,-1.4288206336036695,3.8781906611003305e-08,1.3903906256608609e-07,6.8568631690006185,True
229,ENSR00000264544,-1.210169091547925,4.194608222563933e-08,1.497292761184778e-07,6.824693275050297,True
230,ENSR00000006992,-1.1464364936326141,4.293737073007975e-08,1.5260424835236135e-07,6.816433375881102,True
231,ENSR00000317502,-2.041345006655103,4.3340248253888977e-08,1.533721716225985e-07,6.8142534331322535,True
232,ENSR00000026082,-0.8143652424216313,4.541024357663123e-08,1.600077681391169e-07,6.795858932481209,True
233,ENSR00000215523,-1.0204202218953264,4.869611186374418e-08,1.7085259760741015e-07,6.767378413891918,True
234,ENSR00000126014,-1.19884145422094,5.101344314110926e-08,1.782214332717051e-07,6.749040068021436,True
235,ENSR00000217179,-1.9966914910924698,5.1725959229925836e-08,1.7994496833800472e-07,6.74486029268204,True
236,1:148954104-148960104,-0.8844870762510392,5.2454772669816346e-08,1.81710415029195e-07,6.740620179681075,True
237,ENSR00000065684,-1.1229649144313956,5.3190055495970034e-08,1.8195431484246415e-07,6.740037641149176,True
238,ENSR00000065683,-1.122966193076408,5.3190055495970034e-08,1.8195431484246415e-07,6.740037641149176,True
239,ENSR00000273268,-1.1229649144313956,5.3190055495970034e-08,1.8195431484246415e-07,6.740037641149176,True
240,ENSR00000115691,-0.761125043955911,5.728402599913794e-08,1.9514599728337035e-07,6.709640352277034,True
241,ENSR00000106947,-3.0227035503059567,5.984331022639362e-08,2.0302213923912876e-07,6.692456600386685,True
242,ENSR00000256342,-2.73783228571557,6.083298032219866e-08,2.0553035738487696e-07,6.6871240225906865,True
243,5:139528880-139534880,-1.9178530279251207,6.51945644939904e-08,2.1936367807199227e-07,6.658835280675557,True
244,ENSR00000265724,-1.223066322985805,7.148256018908087e-08,2.39539518021369e-07,6.620622828625825,True
245,ENSR00000092144,-2.1864296665034355,7.279243450667548e-08,2.429373525608966e-07,6.614505705598658,True
246,1:205441121-205447121,-1.9461826580543304,7.348086096055494e-08,2.4424205201868666e-07,6.612179559935039,True
247,ENSR00000173659,-0.7561202084414792,7.62295960130656e-08,2.523568480916405e-07,6.597984905520914,True
248,ENSR00000012237,-1.0229889931649807,8.316303667060827e-08,2.7420422934365217e-07,6.561925850908851,True
249,ENSR00000161121,-1.4130989837989414,8.906412353565124e-08,2.9248658169107865e-07,6.533894053107244,True
250,ENSR00000135034,-1.9639492932899072,9.365191239270506e-08,3.063275700175731e-07,6.513813914170693,True
251,ENSR00000287381,-3.0012430617470094,1.0194896950035727e-07,3.3214326968171955e-07,6.478674543372077,True
252,ENSR00000072410,-0.8652595482026562,1.0257221709040594e-07,3.3285292581511176e-07,6.477747621197594,True
253,ENSR00000246820,-1.008307172909464,1.0350867824895452e-07,3.345693891432743e-07,6.475513796590318,True
254,ENSR00000133396,-0.9578667373536424,1.0445341205977058e-07,3.362990247100849e-07,6.473274392166906,True
255,ENSR00000263774,-0.893790313205486,1.0733795705066213e-07,3.442361825726313e-07,6.463143483032966,True
256,ENSR00000187669,-2.5721463603914363,1.1488697846146746e-07,3.6701248761425985e-07,6.435319158609763,True
257,17:32393542-32399542,-0.9378052567081718,1.1593552094268251e-07,3.689265995889238e-07,6.433060031034435,True
258,ENSR00000036711,-1.098165965482395,1.2463269575117672e-07,3.950712093116451e-07,6.403324618237235,True
