,eRNA,log2FC,p_value,q_value,-log10qval,rejected
40,ENSR00000179032,-2.7608313470500905,2.870379489918184e-126,6.097806184679849e-125,124.2148263835557,True
41,ENSR00000334392,-2.8004968619550343,6.809404003284492e-126,1.4121406873478079e-124,123.8501220336701,True
42,ENSR00000127929,-2.3026760249479605,9.928021616574443e-126,2.011001587915428e-124,123.69658758647803,True
43,ENSR00000030714,-3.5199700425414573,1.0547127226194278e-125,2.0878517759125493e-124,123.68030033669862,True
44,8:38217049-38223049,-2.508828979534984,1.535512186197666e-125,2.972069142618149e-124,123.52694109130843,True
45,ENSR00000091711,-2.219086607874922,1.7031099170589224e-125,3.2248016038224377e-124,123.49149699886298,True
46,ENSR00000260415,-3.5220048220961346,1.8007404381168462e-125,3.337116854467602e-124,123.4766285855652,True
47,ENSR00000216272,-2.6007272247350115,5.700823378797506e-125,1.0344619089442975e-123,122.98528549633693,True
48,ENSR00000126855,-2.2858384449895404,2.85906322409348e-124,5.0821307513988186e-123,122.29395416575544,True
49,ENSR00000127928,-2.131374097182624,4.779443080419858e-124,8.325789846091394e-123,122.07957455547599,True
50,ENSR00000113763,-2.057761717882894,1.9917672461336764e-123,3.4016260223184944e-122,121.4683134348067,True
51,ENSR00000121536,-2.351675613687587,2.0421622219684477e-123,3.42062172179715e-122,121.46589495072568,True
52,12:68915131-68921131,-3.028301292383359,2.8491740221363224e-123,4.682321836378749e-122,121.32953873866167,True
53,ENSR00000213947,-1.5094402202571584,2.9562735143955777e-123,4.768359687108422e-122,121.32163099231258,True
54,ENSR00000160397,-2.3711995083804767,1.29692701460878e-122,2.0538607813168136e-121,120.68742899791255,True
55,ENSR00000019185,-2.3824123113331295,1.4013883380331073e-122,2.179659361476494e-121,120.66161137290473,True
56,ENSR00000278359,-2.4955695977487373,6.69326627124035e-122,1.022778056535148e-120,119.99021859823264,True
57,ENSR00000079356,-2.489672737436222,1.1240277072177467e-121,1.687979539632168e-120,119.77263282185652,True
58,ENSR00000028977,-2.3327901596245857,1.3261321708073926e-121,1.9577307131749812e-120,119.70824704584496,True
59,21:43433470-43439470,-2.892426966878198,2.417164435843445e-121,3.5089170393660684e-120,119.45482689960205,True
60,ENSR00000216273,-2.5715251414641576,2.7133666934258945e-121,3.874331786842548e-120,119.41180319027028,True
61,ENSR00000177797,-2.5444908988443014,2.866457173543273e-121,4.026909997026114e-120,119.39502807693137,True
62,ENSR00000165726,-2.0928088572884556,2.9549690004737757e-121,4.0853619038296175e-120,119.38876946523331,True
63,ENSR00000213946,-1.5578750585450323,6.098508980719258e-121,8.299689565947615e-120,119.08093815127661,True
64,ENSR00000140124,-2.9652782636854718,7.733921691957236e-121,1.0363455067222697e-119,118.98449543122463,True
65,ENSR00000069433,-2.350656914827635,8.238191195263772e-121,1.0871915956173858e-119,118.96369391351536,True
66,ENSR00000171361,-2.526995441808968,2.536649898229003e-120,3.297644867697704e-119,118.48179611652164,True
67,ENSR00000171362,-2.428197359192087,2.614283002464455e-120,3.348588963450795e-119,118.47513815848006,True
68,ENSR00000224069,-2.2487538817964112,3.336681717062914e-120,4.2119561964663736e-119,118.37551615404207,True
69,ENSR00000171363,-2.428388600328544,3.5631731236208866e-120,4.433605415248274e-119,118.35324296111007,True
70,ENSR00000282063,-1.9482539477637941,5.256672875660706e-120,6.448678978451373e-119,118.19052924212876,True
71,ENSR00000177577,-3.2253247652032213,5.532535831260185e-120,6.69283154031614e-119,118.17439010612333,True
72,ENSR00000040994,-1.8081042916366068,5.722083506769047e-120,6.827307855336768e-119,118.16575051360364,True
73,ENSR00000212835,-2.2445903839960097,5.9293224939902086e-120,6.978972827385773e-119,118.15620849259534,True
74,ENSR00000065907,-1.9902700915346248,6.597019993476681e-120,7.661339219090919e-119,118.11569530809267,True
75,13:43058818-43064818,-2.7846561026292065,7.025413224682346e-120,8.051493314076741e-119,118.09412356336912,True
76,ENSR00000224150,-2.3781570505241367,7.240016121829555e-120,8.189680574173432e-119,118.08673303689395,True
77,ENSR00000290783,-2.0632289451954415,8.323702048883531e-120,9.294800621253277e-119,118.03175992165521,True
78,ENSR00000320642,-1.7739220633430712,8.695951408972998e-120,9.587561616728458e-119,118.01829183193796,True
79,ENSR00000151246,-1.967368781147029,1.076287682295122e-119,1.171808214098814e-118,117.9311434620161,True
80,ENSR00000171364,-2.3637667049379436,1.3102504297980488e-119,1.4089236103137043e-118,117.85111255303585,True
81,ENSR00000090018,-1.9397016412092631,1.3915113410738447e-119,1.4780565586284374e-118,117.83030894711152,True
82,ENSR00000116671,-2.040963915999689,2.5862444439826394e-119,2.7139986876010593e-118,117.5663903666865,True
83,ENSR00000036930,-2.2053101106626243,2.7612924083564295e-119,2.86319724723625e-118,117.5431487321616,True
84,ENSR00000171365,-2.2713335862335864,2.8141409786295395e-119,2.8836668145721516e-118,117.54005492042694,True
85,ENSR00000115682,-1.6904537906447217,7.287878503589221e-119,7.381095554216525e-118,117.13187917234514,True
86,ENSR00000179289,-2.335289567808162,7.529502522631629e-119,7.53463302198379e-118,117.1229378953611,True
87,ENSR00000156405,-1.98685368403728,7.612488013026102e-119,7.53463302198379e-118,117.1229378953611,True
88,ENSR00000043912,-2.9770270990693346,7.716844711506295e-119,7.552103082833688e-118,117.12193209074384,True
89,ENSR00000141767,-2.058521880356539,4.174198110448903e-118,4.0396961713344386e-117,116.39365129728417,True
90,ENSR00000083753,-1.97937830218334,1.0998435378419392e-117,1.0527073862201418e-116,115.97769232986877,True
91,ENSR00000184232,-1.6879376717855235,2.054242873149856e-117,1.944832111427744e-116,115.71111788340127,True
92,ENSR00000247261,-1.0150902047862058,5.370209754208091e-117,5.0295190278658575e-116,115.29847354447314,True
93,ENSR00000053424,-2.5380729884733024,5.428253041628876e-117,5.029796169424203e-116,115.29844961420609,True
94,ENSR00000247258,-0.23917858031203415,6.718889998034404e-117,6.160161250829438e-116,115.2104079194218,True
95,ENSR00000043981,-2.359507638661736,7.445733095649959e-117,6.755451589907411e-116,115.1703456138589,True
96,ENSR00000341741,-0.26718085187641216,9.613982302324447e-117,8.632761428169684e-116,115.0638502609261,True
97,ENSR00000042923,-2.570511807427394,2.0644177308335245e-116,1.8348039219959181e-115,114.73641034021034,True
98,ENSR00000151243,-1.5784720877742187,2.242817973779937e-116,1.973226722386187e-115,114.70482301174513,True
99,ENSR00000012238,-1.959894837390587,2.4795599659540096e-116,2.159696730345942e-115,114.66560722921214,True
100,ENSR00000151245,-1.8630901562709261,2.732076582961677e-116,2.356077924514476e-115,114.62781034986669,True
101,3:152309504-152315504,-1.5118808374881423,3.472039304218737e-116,2.9648492489946274e-115,114.52799738391666,True
102,ENSR00000160390,-1.1431132465765697,6.988771638524359e-116,5.9099224244220545e-115,114.22841821977298,True
103,ENSR00000326714,-1.583784779464849,8.080827608459317e-116,6.767693122084678e-115,114.16955934240504,True
104,ENSR00000115688,-1.8754603055513783,8.949789199710729e-116,7.42406323137909e-115,114.12935833785033,True
105,ENSR00000271728,-1.80787841393172,9.59750546417248e-116,7.886252131409651e-115,114.1031293422096,True
106,ENSR00000085211,-1.8474964309577813,1.0459266244941468e-115,8.514038223685999e-115,114.06986440439395,True
107,ENSR00000053423,-2.6192022253490372,2.64777814449045e-115,2.1353840406029464e-114,113.67052400742313,True
108,ENSR00000179800,-2.2247076188410047,3.003268344105463e-115,2.399859383225558e-114,113.61981420448768,True
109,17:32396993-32402993,-1.8149487837919938,3.7822433705375627e-115,2.9948490688529247e-114,113.52362505982425,True
110,ENSR00000087542,-1.772327378763499,4.359448286956829e-115,3.420792304449909e-114,113.46587329347632,True
111,ENSR00000224068,-2.032167890618645,4.839610553056795e-115,3.763661421171847e-114,113.42438945260146,True
112,ENSR00000066199,-2.2096766961581302,6.142378372538273e-115,4.734523506620209e-114,113.32472372286104,True
113,ENSR00000160396,-1.7030194364870461,8.982825427076409e-115,6.863193813143466e-114,113.16347373667828,True
114,ENSR00000306946,-0.5096510123691406,1.0609392082120229e-114,8.035461307414539e-114,113.09498918579376,True
115,ENSR00000262000,-2.6202922241639315,1.1456084503205402e-114,8.601939312320609e-114,113.06540362576905,True
116,8:143028397-143034397,-2.5559344866639515,1.6178133645485621e-114,1.2043721713861518e-113,112.91923928799244,True
117,ENSR00000141419,-2.4912028408760705,3.1545325030633546e-114,2.308905722830405e-113,112.63659379982012,True
118,ENSR00000091648,-1.8996238767272902,3.1293715349090588e-114,2.308905722830405e-113,112.63659379982012,True
119,ENSR00000160391,-0.7209807498593634,4.106460304812566e-114,2.980605771243121e-113,112.52569546197336,True
120,ENSR00000021139,-1.717580929060552,5.450833622542744e-114,3.9236992439956453e-113,112.40630428918172,True
121,ENSR00000184227,-2.1663727330839064,5.7754980458164665e-114,4.123326883529625e-113,112.38475223442353,True
122,ENSR00000175486,-2.2719292863756424,7.135045301219252e-114,5.011793917227393e-113,112.30000679530978,True
123,ENSR00000069432,-2.3542830831294936,7.116078648634267e-114,5.011793917227393e-113,112.30000679530978,True
124,ENSR00000210516,-1.7940869618978004,7.347298659330143e-114,5.119597705821244e-113,112.29076416422069,True
125,ENSR00000061968,-2.531602914637426,9.388223506982992e-114,6.489795773477926e-113,112.18776896974002,True
126,ENSR00000218572,-1.5168813188590675,1.8707062930971852e-113,1.2732272916983243e-112,111.89509406082472,True
127,ENSR00000206152,-2.657067832064861,1.8711032530124626e-113,1.2732272916983243e-112,111.89509406082472,True
128,ENSR00000232019,-2.5080200719955044,2.1029735216151337e-113,1.41991468009828e-112,111.8477377507407,True
129,ENSR00000247262,-0.6288657173302775,2.2114566008492547e-113,1.4816759225690007e-112,111.8292467764046,True
130,ENSR00000021140,-1.694706567904049,2.4865053516687345e-113,1.653241344506464e-112,111.78166374235326,True
131,ENSR00000333924,-2.506408737272894,2.5808071527255436e-113,1.7029416894120822e-112,111.76880022250135,True
132,ENSR00000085210,-1.7626891934766007,2.6153237464987815e-113,1.7127420926319088e-112,111.76630802884975,True
133,ENSR00000180174,-1.9816557708360476,3.25221468634978e-113,2.113939546127357e-112,111.67490743668739,True
134,ENSR00000314581,-2.2283594650124052,3.793561504039678e-113,2.4475496814952294e-112,111.61126848392513,True
135,ENSR00000179801,-2.2276153881321106,4.460799222747784e-113,2.8568795022156767e-112,111.54410807695237,True
136,ENSR00000151244,-1.5192768381593653,5.954988359070529e-113,3.7859816501827965e-112,111.4218214952966,True
137,ENSR00000212692,-2.0894242323677945,6.167893240599089e-113,3.8929239221462367e-112,111.40972408344211,True
138,ENSR00000196117,-1.8926794581453255,6.310668001074651e-113,3.9543826107453387e-112,111.40292131233737,True
139,ENSR00000160392,-0.36881651829610407,7.764805625006202e-113,4.830818356700287e-112,111.3159792920862,True
140,ENSR00000161965,-2.548685760363448,1.252201154949291e-112,7.735228411069734e-112,111.11152685763332,True
141,ENSR00000031109,-1.9923354762393348,1.3450874041397418e-112,8.250500908490952e-112,111.0835196835483,True
142,ENSR00000308331,-1.8924073001389083,1.4145353228251365e-112,8.61580605720765e-112,111.06470408561914,True
143,ENSR00000312676,-2.8681220841544297,1.5973401504660173e-112,9.661689382332645e-112,111.01494692893885,True
144,17:32394871-32400871,-1.704789157726681,2.166755476840037e-112,1.3015476002259808e-111,110.88553994423745,True
145,ENSR00000069431,-2.309358849960594,2.290626777218421e-112,1.3665314540803047e-111,110.8643803675013,True
146,ENSR00000299409,-2.6298762988522446,2.6987402334282076e-112,1.5990494852489585e-111,110.7961380960799,True
147,ENSR00000160394,-0.8673799462412295,3.3032195994995236e-112,1.9439893724081656e-111,110.71130611364694,True
148,ENSR00000210351,-1.688560332265013,4.045722030305962e-112,2.3649824754338877e-111,110.6261720730448,True
149,ENSR00000021141,-1.6239858659200705,9.751678989063161e-112,5.662474932982675e-111,110.2469937075383,True
150,ENSR00000141766,-1.8533495231579096,1.0353870937109337e-111,5.9723321763061146e-111,110.2238560451659,True
151,ENSR00000060909,-1.715606290647395,1.8174600161512e-111,1.0414524171497994e-110,109.98236056771465,True
152,ENSR00000118617,-1.9353600674450364,3.2793971780785745e-111,1.8668986549715285e-110,109.72887925718818,True
153,ENSR00000118753,-1.9031657927079144,7.5913341594563e-111,4.2935402940821015e-110,109.3671844569727,True
154,ENSR00000160395,-1.523010702325076,7.773102970180738e-111,4.367982378727369e-110,109.35971912232642,True
155,ENSR00000216620,-2.557001821199253,2.2106603146688134e-110,1.2342853423567542e-109,108.90858442840192,True
156,ENSR00000160389,-1.0799945792687238,6.159471445125065e-110,3.4171335214674724e-109,108.46633805119725,True
157,17:32393542-32399542,-1.6252266071341799,7.398103390374073e-110,4.0783215525416567e-109,108.38951853554927,True
158,ENSR00000256748,-2.2917368019483413,9.436212093323998e-110,5.169145115273712e-109,108.28658127555566,True
159,ENSR00000230283,-2.0440628166022923,1.2417895340254234e-109,6.7599917758508985e-109,108.17005383241705,True
160,ENSR00000170061,-2.438598033735699,8.085968245000515e-109,4.37445859714003e-108,107.35907568957292,True
161,ENSR00000221610,-2.1916371158859516,1.6455300105110303e-108,8.847263204661158e-108,107.05319105234517,True
162,1:77702671-77708671,-1.7630317325956661,1.943482424412954e-108,1.038511160529867e-107,106.98358883188719,True
163,ENSR00000160388,-0.6923638026723973,2.937689020534e-108,1.5601994737104353e-107,106.8068198729317,True
164,ENSR00000091649,-1.6815785162218153,3.919440608302823e-108,2.068989557473793e-107,106.6842417012835,True
165,22:38351865-38357865,-1.7197356637870205,5.0024625219790195e-108,2.624786058219112e-107,106.58090608940904,True
166,ENSR00000008070,-2.5665643334660926,5.535159227482059e-108,2.8869004114592055e-107,106.53956819758784,True
167,ENSR00000217907,-2.104572285919342,6.990114705749701e-108,3.6240416123261844e-107,106.44080682426788,True
168,ENSR00000193091,-2.7096854003731097,8.270984815552587e-108,4.262738328015564e-107,106.37031132608776,True
169,ENSR00000242410,-1.563250487380041,1.2427216354524239e-107,6.36712084987683e-107,106.19605690701749,True
170,11:118912697-118918697,-2.008708830238245,1.5647166510287308e-107,7.969989491497221e-107,106.09854225122469,True
171,ENSR00000139821,-1.794341192184982,2.005912210017367e-107,1.0099130259682813e-106,105.99571602618614,True
172,ENSR00000008071,-2.5826572703385966,2.0009928839932712e-107,1.0099130259682813e-106,105.99571602618614,True
173,ENSR00000195824,-1.7350113719402984,2.2597204313511728e-107,1.1311589055786617e-106,105.94647638095577,True
174,ENSR00000100961,-2.006077405071534,3.489111797523765e-107,1.736580786081828e-106,105.76030500841803,True
175,ENSR00000232018,-2.304677619744558,3.617669706276438e-107,1.7903354057765782e-106,105.74706559961648,True
176,ENSR00000087862,-1.6508381639932717,3.949892798050886e-107,1.9437043090973571e-106,105.71136980252433,True
177,ENSR00000039923,-1.4816791001467002,4.4254255489128e-107,2.1654750860129488e-106,105.66444680850276,True
178,ENSR00000165208,-1.7342006322337382,5.247667441050518e-107,2.5534739336061457e-106,105.59286857115436,True
179,ENSR00000030704,-1.4816622140233053,9.978531394621704e-107,4.82850046928639e-106,105.31618772204922,True
180,ENSR00000204282,-1.5757972634722495,1.021284636456927e-106,4.914579659414273e-106,105.30851362114892,True
181,ENSR00000083754,-1.848280008638697,1.182977992221627e-106,5.6613946770606445e-106,105.2470765677625,True
182,ENSR00000198671,-1.703782889328405,3.4444373829912366e-106,1.6394016178062116e-105,104.78531464067555,True
183,ENSR00000321350,-1.703211758334758,3.579925007447474e-106,1.694627544286277e-105,104.7709257388979,True
184,ENSR00000337983,-1.4396017104664205,4.363900260873711e-106,2.0545714201194607e-105,104.68727875738354,True
185,ENSR00000091650,-1.6870928797673794,5.986182343921421e-106,2.80320689330944e-105,104.55234484754591,True
186,ENSR00000118775,-1.8235383543833215,8.210784018659755e-106,3.8243812193864425e-105,104.41743882318883,True
187,2:142996255-143002255,-2.453580805821053,1.1057281306605976e-105,5.1228149032201094e-105,104.29049133570328,True
188,ENSR00000141764,-2.0926151349056004,1.2188678294529093e-105,5.6171104732988574e-105,104.25048703464758,True
189,ENSR00000060908,-1.5505215575572049,2.344165828370224e-105,1.0746149665844552e-104,103.96874711513549,True
190,ENSR00000175995,-1.648809867558744,2.3988473412731406e-105,1.093924625261207e-104,103.96101260118438,True
191,ENSR00000123167,-1.6548031266554974,2.473737176868892e-105,1.1222005630483359e-104,103.94992951773136,True
192,ENSR00000027227,-1.8068785752990248,2.7406491474101942e-105,1.2368421799970358e-104,103.90768571243966,True
193,ENSR00000026082,-1.3966982333601665,2.8406990998016292e-105,1.2753860391377417e-104,103.89435834127586,True
194,ENSR00000109507,-1.3689019581784592,3.669643304300539e-105,1.639107342587574e-104,103.7853926042288,True
195,ENSR00000141765,-1.9100113451777394,3.803049885846474e-105,1.6900288013123872e-104,103.77210589411742,True
196,ENSR00000214079,-1.860175880013407,6.643120464475163e-105,2.937136002313638e-104,103.53207594326717,True
197,ENSR00000033973,-2.034087088309435,7.22787688598462e-105,3.179535741258891e-104,103.49763628873532,True
198,ENSR00000166287,-2.103279009910579,1.6745963207514996e-104,7.329514549620886e-104,103.1349247887153,True
199,ENSR00000329454,-1.277547642308595,3.46329333973139e-104,1.5082642494530203e-103,102.82152256295862,True
200,ENSR00000039922,-1.500613564327693,4.076498465069612e-104,1.7664826681968318e-103,102.75289061927833,True
201,ENSR00000067556,-2.1947971201674137,5.51835930210628e-104,2.3794509664032527e-103,102.62352324032516,True
202,ENSR00000045673,-2.6400073757955114,6.032903126949956e-104,2.5885017850115326e-103,102.58695153119578,True
203,ENSR00000141762,-2.103587813529753,1.69744592723851e-103,7.247428444238933e-103,102.13981606385508,True
204,ENSR00000216275,-1.3896400572854921,7.499206115028476e-103,3.186248061556001e-102,101.49672041573791,True
205,ENSR00000091645,-1.6230428236900443,1.0159701309491159e-102,4.2956795342557275e-102,101.36696812528236,True
206,ENSR00000216274,-1.3883868328971287,1.849521925360977e-102,7.782287908161405e-102,101.10889270637566,True
207,ENSR00000097020,-1.9084395475836018,4.542004973890932e-102,1.901964582816828e-101,100.72079757448086,True
208,ENSR00000045674,-2.5220360802969273,5.669643523521111e-102,2.3628035928166927e-101,100.62657237743704,True
209,ENSR00000238225,-2.312468671934628,6.577934797217535e-102,2.7282767658935586e-101,100.56411157543657,True
210,ENSR00000160142,-1.878545981700592,7.386919661157233e-102,3.0492924288473695e-101,100.51580092455399,True
211,ENSR00000144516,-1.8433050870411456,1.1649993427085289e-101,4.786388808958154e-101,100.3199920255875,True
212,ENSR00000013533,-1.7601970468961712,2.0721954315883757e-101,8.473625450298006e-101,100.07193073651909,True
213,ENSR00000087861,-1.4825256711438877,5.419900285378042e-101,2.2059500694225582e-100,99.65640432182315,True
214,21:34848518-34854518,-1.9732113716571646,5.515195669482894e-101,2.234295547962605e-100,99.65085937985081,True
215,ENSR00000179288,-1.9281995117656365,6.284008632283209e-101,2.53396829570309e-100,99.5961988231887,True
216,ENSR00000017507,-1.2878117695760845,8.924862195578622e-101,3.582283397395843e-100,99.44584005973303,True
217,ENSR00000141759,-1.3987966686553457,1.9829752551080168e-100,7.922804803665516e-100,99.10112104377494,True
218,ENSR00000247853,-1.393040958812933,2.2811199898327663e-100,9.072399594266391e-100,99.04227782950903,True
219,ENSR00000013534,-1.7419149879274818,3.0405979888027605e-100,1.2038003855669111e-99,98.91944552191042,True
220,2:28175117-28181117,-2.21265698011114,7.211196701266228e-100,2.842059876381396e-99,98.54636677661682,True
221,ENSR00000066465,-0.9412453247847256,1.2445209774660254e-99,4.882782753932019e-99,98.31133259803154,True
222,ENSR00000177392,-1.5853751727211929,1.2823431557417241e-99,5.0086138504531016e-99,98.30028244986008,True
223,ENSR00000031055,-1.5359074269386725,1.3278445781484967e-99,5.163181373068485e-99,98.28708261871817,True
224,ENSR00000066198,-1.8216550547621235,1.3545595970936986e-99,5.243650706971607e-99,98.28036624548827,True
225,ENSR00000013524,-1.641745704415855,2.3770941299095417e-99,9.161278704208897e-99,98.03804390456095,True
226,ENSR00000053727,-1.6108858601109506,3.5735295971244377e-99,1.3711648806587601e-98,97.86291031876644,True
227,ENSR00000020877,-1.6339267316439396,1.099796884337834e-98,4.201417044992339e-98,97.37660420697681,True
228,ENSR00000193487,-1.5943871886957872,1.717777007082641e-98,6.533553594624368e-98,97.18485054203909,True
229,ENSR00000022210,-2.0961805103489795,2.0376306023647597e-98,7.71641849852046e-98,97.11258422650906,True
230,ENSR00000256952,-1.6228836431201747,3.317342261484234e-98,1.250824722836696e-97,96.90280354341452,True
231,ENSR00000224065,-1.7255363578496232,4.4406762704828167e-98,1.6671676860304025e-97,96.77802071603573,True
232,ENSR00000328666,-1.7448136197184645,5.2012857489004666e-98,1.944343299267084e-97,96.71122705226242,True
233,6:135028772-135034772,-1.3313731292921724,1.2035536296215485e-97,4.4798940658135416e-97,96.34873225546092,True
234,ENSR00000217906,-1.8339558351686946,9.200904359087406e-97,3.410207530538354e-96,95.46721919091216,True
235,11:129229722-129235722,-1.6330020107139622,9.314446020141357e-97,3.437662069297933e-96,95.46373681777474,True
236,ENSR00000218547,-1.0182258687108823,1.609359378510477e-96,5.914565479673525e-96,95.22807715580558,True
237,6:13646531-13652531,-1.5888693885666867,1.7068521170561829e-96,6.246505016621576e-96,95.20436290690284,True
238,ENSR00000100962,-1.7118814541346756,2.306988179826913e-96,8.407475751586782e-96,95.07533437658154,True
239,ENSR00000242576,-1.532427462051638,5.325959835317763e-96,1.9328795902340718e-95,94.71379519973539,True
240,ENSR00000035554,-1.5313361442111586,6.900414812600189e-96,2.49388435758289e-95,94.60312368879976,True
241,ENSR00000144337,-1.7694765038645295,7.497868643633935e-96,2.6986130531426273e-95,94.56885938329543,True
242,ENSR00000178347,-1.871896276620203,1.0345655059963617e-95,3.7082574309581524e-95,94.43083012432155,True
243,ENSR00000167801,-1.8149550606200897,2.8803758546029782e-95,1.0281997415406533e-94,93.9879225096379,True
244,ENSR00000169429,-1.487160561498203,7.11822072003084e-95,2.5306001008762703e-94,93.59677647898417,True
245,ENSR00000178346,-1.6980121894030573,8.099155333037466e-94,2.867627762225867e-93,92.5424772237515,True
246,ENSR00000261220,-1.5679977095285618,1.2098460446982732e-93,4.266299210251805e-93,92.36994868925123,True
247,ENSR00000073564,-1.4080421802909981,1.2666118863025446e-93,4.448463520038372e-93,92.35178996654587,True
248,ENSR00000218789,-1.8863134651977551,1.355138510256844e-93,4.7402636242317715e-93,92.32419750487328,True
249,ENSR00000277229,-1.1850176180608532,1.955171494128882e-93,6.811817485545025e-93,92.16673699695174,True
250,3:101702711-101708711,-1.9244143453477947,2.046787574585354e-93,7.102597519776268e-93,92.14858279463284,True
251,ENSR00000329966,-1.6126539381177838,2.0566868099159973e-93,7.108627823162039e-93,92.14821422294692,True
252,19:36677323-36683323,-1.3062637012701164,3.1126285404502083e-93,1.071580813728115e-92,91.96997507088186,True
253,19:23344837-23350837,-1.5496126728784945,3.7465775168004375e-93,1.2847515815484964e-92,91.89118083901943,True
254,21:34845625-34851625,-1.6623910797255508,6.032377053408964e-93,2.0604707503996894e-92,91.68603354616253,True
255,ENSR00000333895,-1.6424902653455409,1.0815198816127281e-92,3.679702409705805e-92,91.43418730280709,True
256,ENSR00000230284,-1.6681864960296502,1.2077881845736333e-92,4.093321045772898e-92,91.38792419160207,True
257,21:34845229-34851229,-1.6674428182435836,1.348761092329408e-92,4.5533756256547065e-92,91.34166652157404,True
258,ENSR00000204284,-1.2578889419965638,1.868998271829233e-92,6.285318512599467e-92,91.20167270926531,True
259,ENSR00000042046,-1.5608557763805444,2.1685018570825046e-92,7.264481221226392e-92,91.13879539455293,True
