,eRNA,log2FC,p_value,q_value,-log10qval,rejected
35,ENSR00000288114,-2.8712023964098026,1.498868365964809e-48,1.411434377950195e-47,46.8503393087722,True
36,ENSR00000108824,-2.863300255563908,1.8493870684429093e-48,1.694438422167963e-47,46.77097420929848,True
37,ENSR00000263789,-1.4480195320820266,3.1388845344410835e-48,2.800215413619809e-47,46.55280855817638,True
38,5:1562421-1568421,-2.1073942916821857,8.218736438132132e-48,7.143978596222546e-47,46.14605985528922,True
39,ENSR00000126014,-1.814227751715794,8.546549524054109e-48,7.243200721635857e-47,46.14006947958031,True
40,ENSR00000079292,-2.819747575733139,1.3229251779658662e-47,1.0938332569034846e-46,45.961048876472354,True
41,ENSR00000088724,-2.8991810949965813,3.4610304233892847e-47,2.7935459845927798e-46,45.55384417531848,True
42,ENSR00000115690,-1.9537332586032905,7.550106576472691e-47,5.9522933242424234e-46,45.22531567525098,True
43,ENSR00000076776,-2.639832043400592,1.9501874574759444e-46,1.5025307911007844e-45,44.823176619313145,True
44,ENSR00000060908,-1.6977170054050406,2.8515614250370553e-46,2.1481762735279147e-45,44.667930084481114,True
45,ENSR00000115689,-1.8453783864203386,6.8636957219100645e-46,5.058245325494591e-45,44.296000111147244,True
46,ENSR00000163599,-2.3251857470049813,1.1001062025160162e-45,7.769500055269365e-45,44.10960692588676,True
47,ENSR00000306140,-1.882937247282001,1.0954496821788348e-45,7.769500055269365e-45,44.10960692588676,True
48,ENSR00000115691,-2.0325927740394314,2.130950368572375e-45,1.4742697447878268e-44,43.831423047036694,True
49,ENSR00000089785,-1.6040122961254175,6.437555630777639e-45,4.3646627176672394e-44,43.36004931106849,True
50,ENSR00000239037,-1.852600296946623,1.3594334186363262e-44,9.036233900347343e-44,43.0440125360169,True
51,ENSR00000263612,-1.1119811497269718,2.526288723174371e-44,1.619869057201363e-43,42.790520090416194,True
52,ENSR00000270758,-2.281514395720964,2.532538644002131e-44,1.619869057201363e-43,42.790520090416194,True
53,ENSR00000239995,-1.773388648649082,2.898959441423295e-44,1.819902316004624e-43,42.7399519223219,True
54,11:1669940-1675940,-2.4439633820477127,3.177426662552034e-44,1.9584502520093443e-43,42.708087455799664,True
55,ENSR00000122345,-2.4381082098652747,3.310711521319582e-44,2.004162867370247e-43,42.698066988630096,True
56,ENSR00000089386,-2.4476078959826935,3.676022671347237e-44,2.1862661150644093e-43,42.6602969762976,True
57,ENSR00000060909,-1.5774483228201153,5.580392401633684e-44,3.261643145092791e-43,42.48656355666021,True
58,5:138939407-138945407,-1.5041513848639503,5.745397163028967e-44,3.301168878418339e-43,42.4813322578299,True
59,ENSR00000143242,-2.1117005969794365,1.0760305958812532e-43,6.079572866729081e-43,42.21612693193431,True
60,ENSR00000048586,-2.4276479308041385,1.450286120319465e-43,8.059786799808174e-43,42.0936764461467,True
61,ENSR00000177388,-1.8383698538057534,1.7691421959973888e-43,9.67321297488895e-43,42.01442925027061,True
62,ENSR00000109361,-2.2875813292424705,2.0363147928125624e-43,1.0957312932753311e-42,41.96029593504466,True
63,ENSR00000108823,-2.404532560219442,6.301610592826511e-43,3.3378843608877925e-42,41.47652871328238,True
64,ENSR00000305991,-2.2189106836875916,1.1143607874943486e-42,5.81182010708591e-42,41.23568783685664,True
65,ENSR00000085211,-1.7864274744826254,2.163448718236083e-42,1.1112259325485335e-41,40.954197632073075,True
66,ENSR00000227636,-1.927776996106836,3.615533808872134e-42,1.8293521809069452e-41,40.7377026775193,True
67,ENSR00000169429,-1.663116113987412,4.239457940327426e-42,2.1134944731926432e-41,40.67499888351752,True
68,ENSR00000148786,-1.715510862652234,7.672953819758216e-42,3.769755572315993e-41,40.42368680815913,True
69,ENSR00000089387,-2.3032297649490787,9.247175835964793e-42,4.4782751548458073e-41,40.34888922595127,True
70,ENSR00000326719,-1.3619642271016084,9.47396915452717e-42,4.523486680823536e-41,40.344526684103414,True
71,3:88159307-88165307,-1.0097246637897714,1.460920065696769e-41,6.878498642655621e-41,40.16250634408479,True
72,ENSR00000239036,-1.7272542165553906,1.7949892462838272e-41,8.335634993016677e-41,40.0790613108379,True
73,ENSR00000129352,-1.1225184864584452,2.1528549386169707e-41,9.862403029610176e-41,40.00601725388769,True
74,ENSR00000112455,-2.535584103511607,4.922003744565848e-41,2.224745692543763e-40,39.65271962541881,True
75,ENSR00000017507,-1.2767796424738516,1.6135525307733587e-40,7.197293525423271e-40,39.14283078522801,True
76,ENSR00000292478,-1.0398159601967534,1.9853859986329227e-40,8.740855240734556e-40,39.05844607215276,True
77,ENSR00000032472,-1.9288257828305975,5.1740581849340876e-40,2.2487252880675074e-39,38.64806359621555,True
78,ENSR00000089388,-2.25707591961061,9.956228703154552e-40,4.2723563675561935e-39,38.36933252891765,True
79,ENSR00000239035,-1.625208045329869,1.4692552816488644e-39,6.225969255987063e-39,38.20579302820669,True
80,ENSR00000166645,-2.258164118340109,2.5689882121850633e-39,1.0751691406552301e-38,37.968523209166996,True
81,ENSR00000085210,-1.7292910034723925,2.9015951749127088e-39,1.199561907677327e-38,37.92097733379964,True
82,ENSR00000035819,-2.23934834457365,4.733147836766367e-39,1.933177248992528e-38,37.71372832459003,True
83,ENSR00000031585,-2.0131386708590484,1.0798322745518496e-38,4.3234253569622503e-38,37.36417203462735,True
84,ENSR00000119906,-1.655468615538542,1.084044706022983e-38,4.3234253569622503e-38,37.36417203462735,True
85,ENSR00000130536,-1.1976861251953865,1.3853985514840139e-38,5.461047778524193e-38,37.26272402381995,True
86,ENSR00000121344,-1.6821700336994478,2.6912275173735775e-38,1.0486507222869457e-37,36.97936913968297,True
87,ENSR00000342669,-1.890289733526604,4.4570996045464223e-38,1.7169963249332242e-37,36.765230634403984,True
88,8:42525589-42531589,-1.4174137973563763,8.50798767098534e-38,3.204675356071144e-37,36.49421595934581,True
89,ENSR00000121287,-1.8000813308060635,8.441594703322457e-38,3.204675356071144e-37,36.49421595934581,True
90,ENSR00000213692,-1.253130535358834,9.771995848808246e-38,3.6403369151054894e-37,36.438858420307,True
91,ENSR00000309925,-1.1564913125122163,6.947709344324547e-37,2.5600798562239363e-36,35.591746487587955,True
92,1:148954104-148960104,-1.3544178870804728,1.6677685426765572e-36,6.07928533298229e-36,35.21614747240243,True
93,ENSR00000123484,-1.6958592738674196,3.440448631872199e-36,1.2407575385156122e-35,34.90631307746388,True
94,ENSR00000204285,-1.262703197066267,5.1445603258348224e-36,1.8357957373242156e-35,34.73617564289948,True
95,ENSR00000111372,-1.4929538629651609,5.60805129909621e-36,1.980343114993349e-35,34.70325955719377,True
96,ENSR00000254910,-1.4708859227378754,1.1681408491484469e-35,4.082471627436325e-35,34.38907682486212,True
97,ENSR00000260944,-1.364151957301402,1.4613348642226865e-35,5.055025703790721e-35,34.29627663176713,True
98,ENSR00000119907,-1.4117229789544565,2.6216925011510135e-35,8.977310685759531e-35,34.046853744541835,True
99,ENSR00000014617,-1.4238787428934614,1.363045817451365e-34,4.620725321160128e-34,33.335289847332845,True
100,ENSR00000270757,-1.7089869093108383,2.907406425549811e-34,9.758522557043427e-34,33.01061592965847,True
101,ENSR00000232320,-1.2593121773338243,1.787472598016224e-33,5.9407177522303905e-33,32.2261610807761,True
102,ENSR00000059233,-1.7061872504367726,2.219895070225142e-33,7.306256590352651e-33,32.1363050797538,True
103,ENSR00000269805,-1.4402038755210687,3.408778174649543e-33,1.1005483821011383e-32,31.95839086031856,True
104,ENSR00000056223,-1.4402038755210687,3.408778174649543e-33,1.1005483821011383e-32,31.95839086031856,True
105,ENSR00000006992,-1.1559153725503428,3.783606385573224e-33,1.2100401553861536e-32,31.917200217308956,True
106,ENSR00000118679,-0.7810657887486159,6.670853481713419e-33,2.1134760096269617e-32,31.6750026775467,True
107,ENSR00000319047,-1.2684609107052227,8.47862358402315e-33,2.6613457360961553e-32,31.574898702477835,True
108,ENSR00000118753,-1.2064418820379332,8.662090269289381e-33,2.6939895424670645e-32,31.569604094454778,True
109,ENSR00000247853,-1.0686587611013822,9.438474244994032e-33,2.908766153684524e-32,31.536291191866255,True
110,1:206652075-206658075,-1.204001002647949,1.0431387663859647e-32,3.185802178422e-32,31.496781195103324,True
111,ENSR00000257981,-2.2015555058500933,1.30014722955582e-32,3.935267060887706e-32,31.40502578957321,True
112,ENSR00000320173,-1.6406411209786427,1.7996321319172112e-32,5.398896395751634e-32,31.267695006513772,True
113,ENSR00000056224,-1.348797720573629,1.884799531638977e-32,5.604798607242221e-32,31.25143998794586,True
114,ENSR00000229378,-1.6718753284738326,2.225774249178807e-32,6.561195395405353e-32,31.18301702856144,True
115,ENSR00000301874,-2.1446183241357546,2.8354029774306964e-32,8.286220770250052e-32,31.08164349995106,True
116,ENSR00000198506,-1.4194732762942328,3.4949334092345616e-32,1.0126345519064244e-31,30.994547258218887,True
117,ENSR00000123167,-1.2297264679578432,4.141227704386495e-32,1.189725586260188e-31,30.924553198368894,True
118,ENSR00000031041,-1.319382548592328,4.429895610536652e-32,1.261961858799937e-31,30.89895377089461,True
119,ENSR00000191818,-1.2398807527150102,5.156757758430459e-32,1.4567840667566047e-31,30.836604817183982,True
120,ENSR00000261094,-1.5012561206771617,5.980105883473365e-32,1.6754180946260088e-31,30.77587679845922,True
121,ENSR00000198507,-1.4124776408062043,7.337617631098641e-32,2.0388953909364255e-31,30.690605055881747,True
122,8:119109483-119115483,-1.6026270498377126,1.0280063479329384e-31,2.8332857882054155e-31,30.547709616802997,True
123,ENSR00000290150,-1.6968772424090894,2.960838669553625e-31,8.094550878860314e-31,30.091807242802357,True
124,ENSR00000095059,-1.2766155169040532,6.797126323482118e-31,1.8433806589283503e-30,29.734384973515724,True
125,ENSR00000097601,-1.76850136487017,7.487565263633261e-31,2.0145116066441866e-30,29.69583022607307,True
126,ENSR00000146178,-2.1402371624449326,1.733288928530318e-30,4.626653124187227e-30,29.33473305980386,True
127,7:55459359-55465359,-1.3424123333541662,1.8827416406009213e-30,4.986323563779003e-30,29.302219543440668,True
128,ENSR00000115683,-0.9150669354224097,2.719297202692342e-30,7.146060090796155e-30,29.145933336161644,True
129,ENSR00000008784,-1.5603738030422234,3.935446391204874e-30,1.0262433281680402e-29,28.98874965330658,True
130,ENSR00000216845,-1.1194880248398575,4.032454134694641e-30,1.0435129401996055e-29,28.981502161047555,True
131,ENSR00000333081,-1.4917753822701723,6.865789708460025e-30,1.7500020384721418e-29,28.756961445429884,True
132,ENSR00000066668,-1.6608980125213642,6.822186227504616e-30,1.7500020384721418e-29,28.756961445429884,True
133,ENSR00000229548,-1.7041589786400104,9.852029710923559e-30,2.492416471644094e-29,28.60337938728387,True
134,ENSR00000205309,-1.1552395549537158,1.2326574849624288e-29,3.095339906683432e-29,28.50929165310866,True
135,ENSR00000146179,-1.867854232009941,2.747280939660609e-29,6.848001754006959e-29,28.16443613709325,True
136,ENSR00000307119,1.1769276240240254,5.698311355623322e-29,1.410020109165187e-28,27.850774693559373,True
137,ENSR00000328842,-0.7216059866014781,6.428842670993976e-29,1.5792591778746072e-28,27.80154659052116,True
138,ENSR00000013281,-0.9715667450166515,7.728108345771611e-29,1.8847688699399828e-28,27.724741899921927,True
139,ENSR00000095756,-1.8116503086335032,8.344936272661385e-29,2.0206667117372926e-28,27.694505313001194,True
140,ENSR00000229547,-1.6647671978966954,1.0129568186149277e-28,2.4354068192231245e-28,27.613428482257834,True
141,ENSR00000013280,-0.962376310573087,1.4230520290094236e-28,3.397286181930948e-28,27.46886786731943,True
142,ENSR00000145928,-1.4502246492011048,1.4517522536307316e-28,3.441566531334392e-28,27.463243830378122,True
143,1:148876276-148882276,-0.949753085738428,2.1629091807806305e-28,5.091848696421068e-28,27.29312450982704,True
144,ENSR00000047484,-1.1681705812546255,2.1845438620428253e-28,5.107312891258744e-28,27.291807534980848,True
145,ENSR00000265970,-1.9047449659364275,2.3127712058267915e-28,5.370064649145769e-28,27.270020485883634,True
146,ENSR00000033973,-1.3958810294959634,2.832768815375007e-28,6.532711757905628e-28,27.184906503713247,True
147,ENSR00000011593,-0.7011075999493206,5.474399830072919e-28,1.2539334745910267e-27,26.901725503684258,True
148,ENSR00000207680,-1.5193966602263949,5.949044476667342e-28,1.3535074346243149e-27,26.86853935436895,True
149,ENSR00000029554,-1.954341247420235,7.810538624627048e-28,1.765181729165713e-27,26.753210576445543,True
150,ENSR00000045237,-1.62404686381417,5.704944380931097e-27,1.280778904063339e-26,25.89252583437134,True
151,ENSR00000265969,-1.8206696412265184,7.553089171187699e-27,1.6845376506793618e-26,25.77351927776713,True
152,ENSR00000318131,-0.7974598513889868,8.034665747919266e-27,1.7802298617938765e-26,25.74952391832955,True
153,ENSR00000157842,-1.0646092702435355,8.934973862813498e-27,1.966854636034919e-26,25.70622773621729,True
154,ENSR00000119908,-1.0472953645013454,1.8093733903976876e-26,3.9572747054504264e-26,25.402603800903975,True
155,ENSR00000013279,-0.8832937016586616,2.219861628131982e-26,4.8239300765175764e-26,25.31659899597625,True
156,ENSR00000207682,-1.4711378915805307,2.814881969764574e-26,6.077993552548985e-26,25.21623976494938,True
157,10:29425732-29431732,-0.9202448706238539,5.815726672458302e-26,1.2478046468122559e-25,24.903853401394258,True
158,ENSR00000052553,-1.8575584781974777,5.946022989048154e-26,1.2677369769102668e-25,24.89697084213687,True
159,ENSR00000229546,-1.515294639534326,6.705428027440838e-26,1.4207125633140275e-25,24.84749377907021,True
160,ENSR00000098735,-1.6792422220298364,1.1899344385290412e-25,2.5055141283313353e-25,24.601103143973575,True
161,ENSR00000296587,-1.6346456855723297,1.5685102189711478e-25,3.282252865624809e-25,24.483827963832834,True
162,ENSR00000132260,-1.6128175139905647,2.326620693905356e-25,4.8388000934596055e-25,24.31526231963569,True
163,ENSR00000341825,-0.7951636846880928,4.739358314800945e-25,9.79660041900927e-25,24.00892460547141,True
164,ENSR00000095757,-1.5775170032429433,5.798731828296314e-25,1.1913758119954246e-24,23.923951221446803,True
165,ENSR00000189515,-0.7481004754662041,7.337838705171431e-25,1.4895399688093106e-24,23.826947838873615,True
166,ENSR00000221593,-1.5089963004015559,7.337851763750881e-25,1.4895399688093106e-24,23.826947838873615,True
167,15:84947194-84953194,-1.367955440854361,7.894240146982973e-25,1.5929448868019214e-24,23.797799249793258,True
168,ENSR00000223718,-1.0538076536072385,1.1064999972231472e-24,2.21954733170797e-24,23.65373558923721,True
169,ENSR00000155787,-1.2573876899492686,1.1620470556565482e-24,2.3172585403974698e-24,23.63502550854755,True
170,ENSR00000305257,-1.256899447331136,1.2700834594687305e-24,2.5178847529818694e-24,23.598964152023814,True
171,ENSR00000080478,-1.3631734075729516,1.9281403747689367e-24,3.800230157248078e-24,23.42019009996322,True
172,ENSR00000155785,-0.9711783915317166,2.5585290273996654e-24,5.013533758892986e-24,23.29985605636802,True
173,ENSR00000015371,-1.6978771196691018,2.675614336048818e-24,5.212834827129593e-24,23.282926035825454,True
174,ENSR00000095758,-1.5156361887557437,3.735831476613523e-24,7.23683926041134e-24,23.140451073510693,True
175,17:43340887-43346887,-0.9247959568391269,5.142379576268201e-24,9.904924297471137e-24,23.004148839390066,True
176,ENSR00000189125,-0.8565109166206301,8.276733713905742e-24,1.585204931646354e-23,22.79991458522539,True
177,ENSR00000230179,-1.1561102477898122,9.284249564821555e-24,1.768180113749723e-23,22.752473498133202,True
178,ENSR00000067643,-1.247828864118096,2.161229172925133e-23,4.093054131964358e-23,22.3879525116318,True
179,21:43433470-43439470,-1.8817588123829734,2.3156831308794354e-23,4.3612032298229365e-23,22.36039367495598,True
180,ENSR00000337993,-1.6262645561662348,2.682404212169182e-23,5.02395043052681e-23,22.29895465427382,True
181,ENSR00000012260,-1.4879474871775213,3.725702871454391e-23,6.939633370456255e-23,22.158663473261818,True
182,9:128895265-128901265,-1.7586781117527635,5.614811417007726e-23,1.0401208034784805e-22,21.982916217203833,True
183,ENSR00000225381,-1.7009065811071093,6.315524876617056e-23,1.1635668115071642e-22,21.934208674658443,True
184,2:46627448-46633448,-0.6973611813077936,7.204151741933051e-23,1.3201121300082724e-22,21.87938917835808,True
185,ENSR00000094095,-1.0127207530280646,7.354430803134668e-23,1.340404323797125e-22,21.87276417991301,True
186,ENSR00000083753,-0.8576764442716347,8.914039426164189e-23,1.6159675751174652e-22,21.79156735772532,True
187,ENSR00000092878,-1.6579414509508137,9.235714499398076e-23,1.6653761783489082e-22,21.77848765181031,True
188,ENSR00000169560,-0.9589678137044776,1.2294705406576805e-22,2.205240811020919e-22,21.656543978900377,True
189,ENSR00000015372,-1.590529831213334,1.283659181036808e-22,2.2903182230077785e-22,21.64010417141787,True
190,ENSR00000260823,-0.8944092382813267,1.7547196793966668e-22,3.1143977555783774e-22,21.506625922268405,True
191,ENSR00000260901,-1.8810523730589748,2.2048078763620326e-22,3.892863906701714e-22,21.409730778815,True
192,ENSR00000258722,-0.8509913019253051,3.807143958895678e-22,6.687159596194999e-22,21.174758311775467,True
193,ENSR00000133326,-1.4014863859127487,3.9310228605756844e-22,6.869158503789469e-22,21.163096462291943,True
194,ENSR00000037909,-1.3292882085034674,4.612789564691209e-22,8.019157243232409e-22,21.095871270599293,True
195,ENSR00000084999,-1.0174763683359545,5.586348925187026e-22,9.66210349815511e-22,21.014928314765363,True
196,ENSR00000142035,-1.4634807087821553,2.1676581295638765e-21,3.730132517371341e-21,20.428275739091895,True
197,3:150732543-150738543,-0.736267975135686,6.201637742265829e-21,1.0617955528424828e-20,19.973959097962666,True
198,ENSR00000061052,-1.087511312962217,6.437650816189694e-21,1.09666513903935e-20,19.9599259617307,True
199,20:22517927-22523927,-1.5241219478185197,8.295932871647786e-21,1.4061606217442998e-20,19.851965068254323,True
200,ENSR00000176113,-1.6133720781455407,1.7901100799941068e-20,3.0191408811840906e-20,19.520116621162614,True
201,11:61994097-62000097,-1.136957032223336,2.287398692091826e-20,3.8387532505897474e-20,19.415809802795675,True
202,ENSR00000342021,-0.7924541297888504,4.501346116117951e-20,7.517026272728993e-20,19.123953931850316,True
203,ENSR00000326714,-0.7677880962780834,4.8902776150780943e-20,8.126490742703303e-20,19.09009695503289,True
204,ENSR00000264109,-1.9407563292561745,5.013060686569592e-20,8.2898905987663e-20,19.081451200772477,True
205,ENSR00000218550,-1.012317030115746,5.582354351325021e-20,9.186495752908651e-20,19.036850121410687,True
206,ENSR00000320261,-0.7845852406845845,6.013971413136572e-20,9.848967676585981e-20,19.006609287863554,True
207,ENSR00000151001,-1.1670583168317592,7.515102079813023e-20,1.22481711781568e-19,18.911928752648674,True
208,ENSR00000263774,-0.7823722273391718,8.115740449405263e-20,1.3163808671523367e-19,18.88061843855523,True
209,ENSR00000171849,-0.7277199128241206,1.2406570151090858e-19,2.002774895818953e-19,18.69836786098974,True
210,ENSR00000013685,-0.9414588435652728,2.0757194595860851e-19,3.3349236815150845e-19,18.47691410030099,True
211,ENSR00000119748,-0.5992505860428572,4.423904891716356e-19,7.074074331565304e-19,18.150330381103252,True
212,ENSR00000103787,-0.716605402656616,2.603192228914908e-18,4.1431087586955574e-18,17.38267366610277,True
213,ENSR00000238324,-1.1896929706375463,2.8467384933575482e-18,4.5095530338701344e-18,17.34586650125804,True
214,ENSR00000095759,-1.2062159069472969,3.297810477828478e-18,5.199803497599322e-18,17.28401306819612,True
215,ENSR00000251879,-0.8039031083275683,4.1093486000185105e-18,6.4493943305846065e-18,17.190481068502052,True
216,ENSR00000029538,-1.215252384071584,4.960393766556574e-18,7.749186575404048e-18,17.1107438825716,True
217,ENSR00000305256,-0.871609872914888,7.087634340414407e-18,1.1021596520185707e-17,16.957755491719574,True
218,ENSR00000045241,-0.9966173119377846,9.39416419707186e-18,1.454165142834411e-17,16.837386269853138,True
219,ENSR00000155786,-0.8664703931445903,9.5504499562374e-18,1.471637515983854e-17,16.83219914936966,True
220,ENSR00000010575,-0.8481741919925562,1.1269080000557874e-17,1.7286054842484702e-17,16.762304113472315,True
221,ENSR00000098734,-1.0831546613469034,1.1652561022430839e-17,1.779377561533358e-17,16.749731890312482,True
222,ENSR00000160286,-1.659832072775387,1.4875224152802098e-17,2.261300891390095e-17,16.645641646068587,True
223,ENSR00000241278,-0.9220016791753726,2.1933110500758968e-17,3.319341276677362e-17,16.478948093491304,True
224,ENSR00000267479,-1.0132089450233344,2.603194646194619e-17,3.922146600266559e-17,16.40647617749717,True
225,ENSR00000264282,-1.0299026443299453,9.304467379650608e-17,1.3956701069475913e-16,15.855217223305495,True
226,ENSR00000216129,-0.8239143403508666,9.421962080742775e-17,1.4070683459787668e-16,15.851684806928763,True
227,ENSR00000097492,-1.0343221983067488,1.0260723315368901e-16,1.5256075455745864e-16,15.8165571719591,True
228,ENSR00000197050,-0.9236323618955729,1.0869198588155086e-16,1.6090211010412989e-16,15.793438260434401,True
229,ENSR00000173659,-0.4632044668277494,1.1805505261284253e-16,1.7400288189458095e-16,15.759443558725739,True
230,ENSR00000254829,-1.0479898274232302,1.4554981752381295e-16,2.1359908285962162e-16,15.670400616390019,True
231,ENSR00000285337,-0.9124298715599236,1.957710735731502e-16,2.8606204285042206e-16,15.543539764264711,True
232,10:5060919-5066919,-1.3153839292368599,4.952610951906175e-16,7.205730097408554e-16,15.1423220091301,True
233,ENSR00000083754,-0.9074905096501349,6.723692543064695e-16,9.740734068798854e-16,15.011408313140295,True
234,ENSR00000164707,-0.7810280404385257,7.198929676375352e-16,1.0384838979962743e-15,14.983600232942633,True
235,ENSR00000197051,-0.8805049014069452,2.9380815993992346e-15,4.220379924560765e-15,14.374648451475926,True
236,ENSR00000310601,-0.6239563882077899,3.0524964962896815e-15,4.366229165578912e-15,14.359893473680824,True
237,ENSR00000023801,-1.2475599316912775,3.81824679147822e-15,5.438595219794608e-15,14.264513263367466,True
238,ENSR00000205037,-0.5915857620427073,4.159273506839669e-15,5.899555308864636e-15,14.229180722965436,True
239,ENSR00000098733,-0.9553245914797907,4.35053554467052e-15,6.14513145684711e-15,14.211468822236817,True
240,ENSR00000329062,-1.1899603727154897,4.4767533381324154e-15,6.297175857372982e-15,14.200854178252605,True
241,ENSR00000160285,-1.3628172741537297,6.218315693779505e-15,8.710781075170464e-15,14.059942901085602,True
242,ENSR00000257991,-1.2465230601029982,7.815304110850471e-15,1.0902831660816089e-14,13.96246069334782,True
243,ENSR00000095760,-1.033023361091173,8.9561203134248e-15,1.2443134369881176e-14,13.905070209027501,True
244,ENSR00000173221,-0.5896269988637635,1.067631318048889e-14,1.4772531298717282e-14,13.83054508120304,True
245,ENSR00000329061,-1.1245000132907053,1.803200801309606e-14,2.4848986652193353e-14,13.604691317205662,True
246,ENSR00000173220,-0.5816747435843841,2.2677246809729e-14,3.112383266598434e-14,13.506906928289094,True
247,4:17479163-17485163,-0.7379512882818993,1.1653003864192234e-13,1.592890447564987e-13,12.797814092154974,True
248,ENSR00000320951,-1.2726864664123632,3.0791935471017516e-13,4.1921550701505774e-13,12.377562660932464,True
249,ENSR00000249254,-1.0369962213856228,5.108567753500203e-13,6.927217873746276e-13,12.159441152787915,True
250,ENSR00000101286,-0.8242622875484891,5.244021016822076e-13,7.082562249811488e-13,12.14980959970469,True
251,ENSR00000015996,-0.8400135371022962,5.420233414898962e-13,7.291504474804557e-13,12.13718285334268,True
252,ENSR00000144398,-0.6528932390481464,9.320471500701749e-13,1.248869501477428e-12,11.903482940128038,True
253,ENSR00000091761,-0.6325975935097066,3.7408303457197314e-12,4.9926830204684605e-12,11.301666005911914,True
254,ENSR00000094486,-0.9445773275921607,4.0785001025745145e-12,5.422006018716708e-12,11.26584000466516,True
255,ENSR00000217187,-1.6398808591747094,5.784547158971603e-12,7.660005808169427e-12,11.11577090106518,True
256,ENSR00000302853,-0.764823428928343,7.119732186373991e-12,9.391397708874641e-12,11.027269767469933,True
257,ENSR00000218551,-0.7081671840290915,8.837349122169184e-12,1.1611865707036254e-11,10.935097995491963,True
258,ENSR00000205038,-0.4594310569720318,1.1374726915333373e-11,1.488815607837071e-11,10.82715908697429,True
