,eRNA,log2FC,p_value,q_value,-log10qval,rejected
71,ENSR00000066199,-1.7783487573570331,1.6416339983933013e-97,1.0533818156357016e-96,95.97741418307103,True
72,ENSR00000007157,-2.0599008019159757,2.8017228355650453e-97,1.7731451370288368e-96,95.75125571469181,True
73,ENSR00000216522,-1.772753194662606,1.3343434739221149e-96,8.33063087772996e-96,95.07932210827603,True
74,ENSR00000306125,-1.904655280470265,5.058709563889881e-96,3.116165091356167e-95,94.50637954189622,True
75,ENSR00000216088,-1.3241941755798294,1.4087001514397607e-94,8.563414078489071e-94,93.06735305543461,True
76,ENSR00000263612,-1.2014012616958274,6.202408278527723e-94,3.721444967116634e-93,92.42928839898953,True
77,ENSR00000260012,-1.942378942845573,7.729480744880416e-94,4.578230902736862e-93,92.33930230749904,True
78,ENSR00000013533,-1.6165204896377128,9.755392050783047e-94,5.705052060078187e-93,92.24374038817801,True
79,ENSR00000314177,-1.8681367729773972,1.3600886560636422e-93,7.854511988767533e-93,92.10488079307713,True
80,ENSR00000172592,-2.0557389304303033,6.494833686543895e-93,3.704460695287999e-92,91.4312750087666,True
81,ENSR00000326714,-1.1548319245183813,1.0373388931072833e-92,5.8445191294581075e-92,91.23325121555672,True
82,ENSR00000329961,-1.7735221877332343,1.0886831786597797e-92,6.059899139046003e-92,91.2175346041704,True
83,8:42525589-42531589,-1.33348894918341,1.1310121561707803e-92,6.220566858939292e-92,91.2061700377381,True
84,ENSR00000136365,-1.8392690957447073,6.868478203838116e-92,3.733219917850835e-91,90.42791642574583,True
85,ENSR00000340736,-1.1324480249342597,8.431295603517907e-92,4.529370428866597e-91,90.3439621596363,True
86,20:3176120-3182120,-1.257527512225673,1.809085092832729e-91,9.606865665387594e-91,90.01741828207743,True
87,ENSR00000156405,-1.515519075706392,3.1205473359754274e-91,1.6382873513870994e-90,89.7856099217595,True
88,ENSR00000265724,-1.1839416506703926,4.118016884726073e-91,2.1376671918465683e-90,89.67005990810539,True
89,ENSR00000011593,-1.020339759523336,4.352819755786807e-91,2.234447474637227e-90,89.65082984988405,True
90,ENSR00000328997,-1.4896331929873825,6.367536034322355e-91,3.2327490635790418e-90,89.49042800542016,True
91,ENSR00000264041,-1.1683896360914383,1.1188140776275256e-90,5.618392433303444e-90,89.25038792948725,True
92,ENSR00000130451,-1.3036072532097749,1.2402952392991282e-90,6.161466672647282e-90,89.21031589627394,True
93,ENSR00000155785,-1.4221769631705097,1.4751779940017927e-90,7.250342906689662e-90,89.1396414528826,True
94,ENSR00000172593,-1.9258505689105014,3.109360077566777e-90,1.512130900879843e-89,88.82041061156691,True
95,ENSR00000022210,-1.8611188831331842,1.471740513234432e-89,7.082751219940703e-89,88.14979801243068,True
96,ENSR00000042045,-1.5373413748019311,1.2331886182483153e-87,5.8735375425847596e-87,86.23110025097122,True
97,8:629756-635756,-1.8707863270937237,2.2305961783013225e-87,1.0515667697706235e-86,85.97816314635159,True
98,ENSR00000037509,-1.2880930237777806,4.789781250855873e-87,2.2352312503994076e-86,85.65067753938793,True
99,ENSR00000025462,-1.3012560651772809,3.9309688431760635e-86,1.8161076055473413e-85,84.74085842282433,True
100,ENSR00000326719,-1.3577184953171908,1.8250992691907408e-85,8.348473884813091e-85,84.07839290702894,True
101,ENSR00000035665,-1.5889357063378187,1.1083061902418058e-84,5.019975096977592e-84,83.29929843729164,True
102,ENSR00000213403,-1.2450546326205114,1.3136339777947162e-84,5.892222308166591e-84,83.22972087598612,True
103,17:64121472-64127472,-1.604022060073985,3.3734244638939543e-84,1.4985789445375066e-83,82.82432037365665,True
104,ENSR00000212835,-1.407501211618588,5.329807093833468e-84,2.3451151212867262e-83,82.62983583298626,True
105,ENSR00000162980,-1.363104578029373,1.9071189704462387e-83,8.312160041001531e-83,82.08028610353381,True
106,ENSR00000136906,-1.2148740433701775,4.603411866526052e-83,1.9876413853598468e-82,81.70166196923869,True
107,ENSR00000328842,-1.0941811172283802,7.302679697740687e-83,3.1239240929224053e-82,81.50529952742772,True
108,ENSR00000307817,-1.5340995826941748,5.29510373419963e-82,2.2443467203671826e-81,80.64891004977306,True
109,ENSR00000037151,-3.1309760297661198,7.798769643208708e-82,3.2754832501476576e-81,80.48472461707986,True
110,ENSR00000197051,-1.5973685768931885,3.081871150246921e-81,1.2827247490216916e-80,79.89186652585869,True
111,ENSR00000115682,-1.1284055657117293,2.169833706254091e-80,8.950564038298125e-80,79.04814959585705,True
112,ENSR00000282730,-1.7386823192383964,2.768135300613165e-80,1.131750892817064e-79,78.9462491542258,True
113,ENSR00000136907,-1.2039681279143735,3.2353369195573538e-80,1.3111628568732434e-79,78.88234336212477,True
114,ENSR00000014617,-1.457497940202222,1.3128022299415695e-79,5.2740402628956964e-79,78.27785655905402,True
115,ENSR00000212679,-1.4869603572759085,2.0815748240499196e-79,8.29041007509537e-79,78.08142398706777,True
116,ENSR00000216129,-1.335453628513687,8.385654383591181e-79,3.3112583976231844e-78,77.48000692728685,True
117,6:135028772-135034772,-1.0764916588472955,3.1769731778485425e-78,1.2438657696322258e-77,76.90522648351447,True
118,ENSR00000197050,-1.530469370725635,4.538583884142492e-78,1.7620384491376737e-77,76.75398461915545,True
119,ENSR00000163599,-1.7461668593167816,7.163619427293719e-78,2.757993479508082e-77,76.55940676492486,True
120,ENSR00000263062,-1.1590771362152945,7.487439972390788e-78,2.8588407167310278e-77,76.54381004113444,True
121,ENSR00000187000,-1.3130101326197956,9.339034379153776e-78,3.536585150138561e-77,76.45141588097468,True
122,ENSR00000132475,-1.5776136876619609,1.5355400055252262e-77,5.767638069533777e-77,76.23900200025396,True
123,5:1562421-1568421,-1.4081998901711852,2.226009313386722e-77,8.293679861166658e-77,76.0812527325616,True
124,ENSR00000309925,-1.3224431303713595,2.9333003456581213e-77,1.0841478077552416e-76,75.96491150403706,True
125,ENSR00000292392,-1.4884291185541223,1.002090439784176e-76,3.674331612541979e-76,75.43482165069814,True
126,ENSR00000148945,-1.2509971797875383,4.0974238315098896e-76,1.490558905635881e-75,74.82665085633909,True
127,ENSR00000304730,-1.66798116725383,4.211903325810251e-76,1.5202338566596376e-75,74.81808959965736,True
128,ENSR00000143580,-1.5521490662218573,5.946387276541667e-76,2.1296363734591088e-75,74.6716945442052,True
129,2:236571406-236577406,-1.5402918684585463,2.0658992139125357e-75,7.341887975596857e-75,74.13419224635767,True
130,ENSR00000288096,-1.508254277656706,2.5500546954362907e-75,8.993322666347834e-75,74.04607982450042,True
131,ENSR00000232320,-1.214576159391369,2.986029027339213e-75,1.0451101595687247e-74,73.98083793044157,True
132,3:195897871-195903871,-1.5158776684925115,3.8222214539263076e-75,1.3277190313638752e-74,73.87689381957527,True
133,ENSR00000223718,-1.1430648964067693,2.388238268340139e-74,8.234075223680181e-74,73.08438516975534,True
134,ENSR00000179288,-1.3863202411227993,2.52211759172049e-74,8.587262941032771e-74,73.06614523884912,True
135,ENSR00000254910,-1.3784146819781598,2.5278522943299934e-74,8.587262941032771e-74,73.06614523884912,True
136,ENSR00000260823,-1.398401221606379,4.118900009388205e-74,1.3890013170345624e-73,72.85729734246932,True
137,ENSR00000246721,-1.218344292143557,4.983512001895643e-74,1.6683931484607153e-73,72.77770160232646,True
138,ENSR00000212613,-1.403236781795652,2.9352474134636825e-73,9.756002194390081e-73,72.01072811067367,True
139,6:11318126-11324126,-1.629979854191318,3.970646864103356e-73,1.3103134651541074e-72,71.88262479602245,True
140,ENSR00000146806,-1.507452561150064,1.0080839615056916e-72,3.303083618550564e-72,71.4810804318746,True
141,ENSR00000146805,-1.6488248420979168,7.742740270485076e-72,2.5191169049042996e-71,70.59875167768777,True
142,ENSR00000117718,-0.9572785421466233,1.7283567948497958e-71,5.583921952591648e-71,70.25306066054887,True
143,ENSR00000220199,-1.40946840477346,2.2881662667696143e-71,7.341200105885847e-71,70.13423293780056,True
144,ENSR00000235533,-1.2766024572288646,2.408354372360901e-71,7.673515310556802e-71,70.115005636021,True
145,ENSR00000218572,-0.8663237490817469,5.742728704768377e-71,1.8172196312349245e-70,69.74059258019389,True
146,ENSR00000193109,-1.574656921895133,7.121453327632766e-71,2.238171045827441e-70,69.65010672682445,True
147,ENSR00000146804,-1.5816542411936805,1.7387583115519116e-70,5.427745540114752e-70,69.26538052083441,True
148,ENSR00000155786,-1.2450019229358102,5.232777304152917e-70,1.6225121573950654e-69,68.78981204037055,True
149,7:66684562-66690562,-1.2601849723192065,5.337607051695271e-70,1.6439829719221436e-69,68.78410268511625,True
150,ENSR00000305256,-1.2448022426640608,7.045271621849425e-70,2.1555731717181684e-69,68.66643723027515,True
151,ENSR00000095059,-1.3059617178817515,7.31400016061106e-70,2.223071101448888e-69,68.65304664684977,True
152,ENSR00000260646,-1.5213892666055182,2.006106696543165e-69,6.05765551505191e-69,68.21769542763009,True
153,X:1358946-1364946,-1.1431551741797168,2.3910382207518527e-69,7.173114662255558e-69,68.14429222691071,True
154,3:15651471-15657471,-1.2341946367497654,2.509241966172987e-69,7.479159924980129e-69,68.1261471802685,True
155,ENSR00000165726,-1.0983031945360808,8.308955474614095e-69,2.4607291213280203e-68,67.60893619108683,True
156,ENSR00000085211,-1.0585350191974836,4.024761935115426e-68,1.1843566968301445e-67,66.92651747993143,True
157,ENSR00000130536,-1.0678913773055907,8.604507717266316e-68,2.5160016236563532e-67,66.59928908296256,True
158,ENSR00000039213,-1.0708570143584237,2.709312968087976e-67,7.872343341236759e-67,66.10389597301766,True
159,ENSR00000164478,-1.698161837431411,3.753486755349879e-67,1.0838193006072776e-66,65.96504311935739,True
160,ENSR00000210920,-1.360308671205863,4.2628137583833106e-67,1.2232422089273846e-66,65.91248754166703,True
161,ENSR00000119272,-1.0855939891708428,5.142575835696039e-67,1.4665864420318333e-66,65.8336923341897,True
162,ENSR00000329960,-1.242177247978349,7.945850162927785e-67,2.2521366719464027e-66,65.64740525766123,True
163,ENSR00000088030,-0.8611994555801968,1.3313544451551873e-66,3.750522888181076e-66,65.42590817984002,True
164,ENSR00000258722,-0.8703371032883357,5.731043548086185e-66,1.6046921934641318e-65,64.7946082601439,True
165,ENSR00000095058,-1.231202437208768,7.598946259133852e-66,2.1148874528432766e-65,64.67471273935735,True
166,ENSR00000242410,-0.929463033421076,4.960192342935241e-65,1.3722208757102285e-64,63.8625759780013,True
167,ENSR00000161965,-1.6001595704851288,6.31752525464425e-65,1.737319445027169e-64,63.760120319458956,True
168,ENSR00000221178,-1.204955498364227,9.251987947267881e-65,2.5292416755253025e-64,63.59700967072188,True
169,ENSR00000146803,-1.4153040211183163,1.0844463869057582e-64,2.947142533826237e-64,63.53059885968543,True
170,3:195899073-195905073,-1.3432812795422564,1.7864760047805628e-64,4.826619381336959e-64,63.31635694752532,True
171,ENSR00000175995,-1.0806833598479655,1.989749506153772e-64,5.34455972001769e-64,63.27208806576718,True
172,ENSR00000115689,-1.0590682250965042,3.0801561321964696e-64,8.225619266328145e-64,63.08483139625639,True
173,ENSR00000095057,-1.192500467207181,4.3340148735353995e-64,1.1507556733180198e-63,62.93901687532198,True
174,ENSR00000164479,-1.64630684365955,5.5217047050465865e-64,1.4577300421322988e-63,62.836322895817496,True
175,ENSR00000074565,-0.9591734455039838,1.2482323943889742e-63,3.2766100352710576e-63,62.4845752429654,True
176,ENSR00000061665,-1.2083860064041183,1.7388124026120758e-63,4.538595084784062e-63,62.34307856153741,True
177,ENSR00000072411,-1.208911292194564,1.1428471144716911e-62,2.9662661061006816e-62,61.52778989065521,True
178,ENSR00000136905,-0.9439219503600004,3.0430104145683704e-62,7.854026880059147e-62,61.104907616709426,True
179,ENSR00000157318,-1.3387821618694147,1.4944868352322861e-61,3.8358495437628674e-61,60.416138435806644,True
180,ENSR00000282063,-1.0316108455355784,2.8493404197589182e-61,7.272902065903979e-61,60.13829226043129,True
181,ENSR00000158215,-1.134232126207459,2.9752346079008303e-61,7.552518620055954e-61,60.121908195339344,True
182,ENSR00000022815,-1.0118048295423467,5.912439217848726e-61,1.4926485894241045e-60,59.82604242511995,True
183,1:205441121-205447121,-1.9439677226347845,9.22417370048847e-61,2.3035504052030667e-60,59.63760228028039,True
184,ENSR00000072410,-1.169807273254545,9.190855585906637e-61,2.3035504052030667e-60,59.63760228028039,True
185,ENSR00000208877,-1.3410375447492282,1.6678810955699146e-60,4.142801430931723e-60,59.38270588241914,True
186,ENSR00000304731,-1.4101634926088369,2.1274535303438103e-60,5.256061663202355e-60,59.27933954835097,True
187,ENSR00000313719,-1.333670378133366,3.9251797870928714e-60,9.645920540621844e-60,59.01565631995007,True
188,ENSR00000216620,-1.507346933417373,5.664613326588333e-60,1.3846832576104814e-59,58.858649558876735,True
189,ENSR00000013685,-0.9558470703611207,7.563019359427348e-60,1.8390078652923342e-59,58.73541641331453,True
190,ENSR00000040994,-0.7737358719842545,9.555529823332273e-60,2.3113375803034082e-59,58.63613661940362,True
191,ENSR00000090018,-1.0112812396181623,1.3689781113512344e-59,3.294103580438908e-59,58.48226274891071,True
192,3:31646637-31652637,-0.9585570064224234,4.104136949796129e-59,9.82441072956379e-59,58.007693489255196,True
193,ENSR00000213712,-1.0162181948512912,4.7758239097697265e-59,1.137335384697739e-58,57.94411144890462,True
194,ENSR00000236796,-1.9664782159701566,9.35116509885493e-59,2.215506808036399e-58,57.654526911085725,True
195,ENSR00000297555,-1.184981050999972,1.2052886758245462e-58,2.8410375930150017e-58,57.54652301959246,True
196,ENSR00000069278,-1.0710422552987233,1.872490168835046e-58,4.391322121836504e-58,57.35740470441121,True
197,ENSR00000092011,-1.6063861158697914,2.2300807123419573e-58,5.203521662131234e-58,57.283702633141374,True
198,8:143028397-143034397,-1.2680904814124823,3.919228715594651e-58,9.07156471260015e-58,57.042317797015016,True
199,ENSR00000126014,-0.9902294782866605,3.927084291168896e-58,9.07156471260015e-58,57.042317797015016,True
200,ENSR00000199772,-1.0642508170935332,4.06318814956601e-58,9.339268284077099e-58,57.02968714867741,True
201,ENSR00000333971,-1.366079478450969,4.846533778506346e-58,1.1084646562722434e-57,56.95527814993844,True
202,ENSR00000155787,-1.1726333913081315,2.1370403105892997e-57,4.863608982720475e-57,56.313041348100654,True
203,ENSR00000305257,-1.169881536594495,2.576759728815165e-57,5.835602915257874e-57,56.2339142674262,True
204,ENSR00000074564,-0.8777927695214648,5.614517314244572e-57,1.265320487405362e-56,55.89779946003497,True
205,ENSR00000246727,-0.9304353819995566,6.43789705639464e-57,1.44383904857006e-56,55.84048121688673,True
206,ENSR00000232019,-1.225916538202205,9.319354565294199e-56,2.0799718884859518e-55,54.6819425346324,True
207,7:17052139-17058139,-1.2373746199978677,1.2383570112717365e-55,2.7505814384977993e-55,54.56057549204611,True
208,ENSR00000333924,-1.2207128390687003,2.0886245459490216e-55,4.616959522624153e-55,54.33564393293815,True
209,ENSR00000207965,-1.1600939128599794,2.109144555623981e-55,4.640118022372758e-55,54.33347097293362,True
210,ENSR00000295557,-1.1193585272677766,4.343843348517107e-55,9.511164109075373e-55,54.02176632478631,True
211,ENSR00000128703,-1.1202987901284591,4.490233990581998e-55,9.739380768304616e-55,54.01146865476999,True
212,ENSR00000144516,-1.0326856781563243,4.472764263555967e-55,9.739380768304616e-55,54.01146865476999,True
213,17:27884401-27890401,-1.0717716311768821,1.2493844554740385e-54,2.697269244995354e-54,53.569075699531744,True
214,ENSR00000035643,-0.8405901395202372,2.0289824937715145e-54,4.3599530796392544e-54,53.36051818443862,True
215,ENSR00000053727,-0.9228648561936096,3.9707802927913214e-54,8.493057848470326e-54,53.07093591781022,True
216,ENSR00000031026,-0.9920839223747289,1.3737979289096212e-53,2.924860106710806e-53,52.53389490097888,True
217,ENSR00000263774,-0.9403759968437495,1.5655945485083523e-53,3.317911382618618e-53,52.47913521763465,True
218,ENSR00000318784,-0.8553991930817664,7.91071310042007e-53,1.6688353663899875e-52,51.77758650513922,True
219,ENSR00000017505,-0.7518174623249818,2.3821040046924593e-52,5.002418409854165e-52,51.300819986037894,True
220,ENSR00000300154,-0.9822795605078306,3.2768228408866303e-52,6.850190735247164e-52,51.16429733593646,True
221,ENSR00000191318,-0.839383951444947,6.358764856526274e-52,1.3233105241960084e-51,50.87833823357457,True
222,ENSR00000017507,-0.7043562384546614,1.2959524396410704e-51,2.6848880139649085e-51,50.57107382390534,True
223,ENSR00000314379,-1.473488746023099,1.4974624235023566e-51,3.088516248473611e-51,50.51025010952659,True
224,ENSR00000179202,-1.4734952393207463,1.5288269039600492e-51,3.139191242797968e-51,50.50318222582214,True
225,ENSR00000017506,-0.721630552137862,5.510591865451759e-51,1.1265015229374835e-50,49.9482682168093,True
226,ENSR00000189170,-0.6617968367843398,6.318116337865734e-51,1.28588975686959e-50,49.89079626316569,True
227,ENSR00000027724,-1.231908105217577,8.552339206256114e-51,1.73297399705716e-50,49.7612079537427,True
228,ENSR00000247300,-0.8022329714964667,3.018609778339847e-50,6.089946365034976e-50,49.215386532239364,True
229,ENSR00000232018,-1.1461793460904146,3.174051194521859e-50,6.375702834213473e-50,49.195471933216226,True
230,ENSR00000045237,-1.1643798794165157,8.532749142343076e-50,1.7065498284686152e-49,48.76788102651044,True
231,ENSR00000137722,-1.1606986062550324,8.66004885178665e-50,1.7245442110023414e-49,48.763325667432724,True
232,ENSR00000126015,-0.909412426655847,1.075314476032931e-49,2.1321686177133655e-49,48.67117845309444,True
233,ENSR00000161712,-1.0262314841243925,2.0447075755288998e-49,4.036986751685264e-49,48.3939426758261,True
234,ENSR00000317983,-0.6458560825342137,4.495497127546265e-49,8.837956055005848e-49,48.05364816221205,True
235,ENSR00000141543,-0.7681472624616188,2.590539518512332e-48,5.071310413358887e-48,47.29487980560616,True
236,ENSR00000310568,-0.8774588114033351,2.9861719947096813e-48,5.821145407408746e-48,47.23499155226184,True
237,ENSR00000114581,-0.7735634496289299,5.182091598631344e-48,1.0059354279696139e-47,46.99742989619513,True
238,ENSR00000208876,-1.0529893495123694,1.0194304155617844e-47,1.9706144434708973e-47,46.705398338405764,True
239,ENSR00000027227,-0.9373272424933441,1.2829178070299452e-47,2.4696167785326447e-47,46.60737043292692,True
240,ENSR00000073564,-0.8688180758066795,7.675907977966054e-47,1.4714811144482642e-46,45.83224530743018,True
241,ENSR00000027476,-0.8855847702449706,2.1981542648721228e-46,4.19647632384678e-46,45.37711522279553,True
242,ENSR00000122957,-1.0215859717758813,4.8398629809859995e-46,9.201714803356098e-46,45.03613123132423,True
243,ENSR00000148786,-0.9596334656108887,5.068847153842481e-46,9.597571250308304e-46,45.017838655089605,True
244,ENSR00000329062,-1.276729419014624,6.4311809884905225e-46,1.2127369864010701e-45,44.916233376990114,True
245,ENSR00000298730,-1.2009040959415338,1.2414510788006368e-45,2.331505684576806e-45,44.632363521330085,True
246,ENSR00000232853,-0.7450813525675681,1.2884904190228902e-45,2.400341997895707e-45,44.61972687611448,True
247,ENSR00000144301,-0.8530323118441695,1.2884952715976956e-45,2.400341997895707e-45,44.61972687611448,True
248,ENSR00000216845,-0.9352313529419066,1.3068655976494748e-45,2.424786771542399e-45,44.61532644593349,True
249,ENSR00000089903,-0.8781153417134553,3.6958303282128504e-45,6.829894446537347e-45,44.16558600812529,True
250,ENSR00000100961,-0.8696288933654592,3.808104533457987e-45,7.009339818556135e-45,44.154322884552585,True
251,ENSR00000207997,-1.0745652414783415,7.993012108492527e-45,1.4653855532236302e-44,43.83404809434894,True
252,ENSR00000179201,-1.3083534260753924,1.7979191748573577e-44,3.2831567540873485e-44,43.48370838141627,True
253,ENSR00000100962,-0.8410668177089985,3.054350516334708e-44,5.555550939159981e-44,43.25527286598098,True
254,ENSR00000262508,-1.2178228629513592,3.320656353800729e-44,6.016247982180143e-44,43.22067427097478,True
255,ENSR00000232852,-0.6757729473162373,1.3077858758887493e-43,2.3601448228929772e-43,42.62706134709195,True
256,ENSR00000207996,-1.0154579892477094,2.867606737827254e-43,5.154997326366504e-43,42.28777155562675,True
257,ENSR00000160143,1.2234109069181809,4.151092793285802e-43,7.433352211232716e-43,42.1288152887266,True
258,ENSR00000329060,-1.1378335369834631,5.723131533589023e-43,1.0208829222077718e-42,41.991024061198694,True
